"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Mag"
"0";"ODMROŻENIE";" Wywoływanie, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";"   Powodujesz, że porażający mróz otacza jedno stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6  obrażeń od zimna i ma utrudnienie w następnym teście ataku bronią wykonanym przed końcem swojej następnej tury.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6,<br>gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Mag (XGE)"
"0";"PODMUCH";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Przejmujesz kontrolę nad powietrzem i rozkazujesz mu stworzyć jeden z następujących efektów w punkcie, który widzisz w zasięgu czaru:<br><br>-Jedna Średnia lub mniejsza istota musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia zostaje odepchnięta do 1,5 metra od ciebie.<br><br>-Tworzysz podmuch powietrza zdolny przesunąć jeden obiekt, który nie jest noszony ani trzymany i waży nie więcej niż 2,5 kilograma. Obiekt zostaje odepchnięty na odległość do 3 metrów od ciebie. Ruch ten nie wystarcza do zadania obrażeń.<br><br>-Tworzysz nieszkodliwy efekt sensoryczny z użyciem powietrza, na przykład szelest liści, powodujesz zatrzaśnięcie okiennic lub łopotanie odzieży na wietrze.";"Mag (XGE)"
"0";"ROBACTWO";" Przywoływanie, sztuczka";" 1 akcja";" 9 metrów";" W, S, M (żywa pchła)";" Natychmiastowy";"   Powodujesz chwilowe pojawienie się chmury roztoczy, pcheł i innych pasożytów na istocie, którą widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Kondycje. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od ,<br>trucizny przemieszcza się 1,5 metra w losowym kierunku, o ile może się poruszać, a jego szybkość wynosi co najmniej 1,5 metra. Określ kierunek, rzucając k4: 1 - północ, 2 -  południe, 3 - wschód, 4 - zachód. Ruch ten nie prowokuje ataków okazyjnych. Jeśli wybrany kierunek jest zablokowany, 15, to cel pozostaje w miejscu. 7<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, .<br>gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4116)";"Mag (XGE)"
"0";"STWORZENIE OGNISKA";" Przywoływanie, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";"   Tworzysz ognisko W miejscu na ziemi, które Widzisz w zasięgu czaru. Podczas trwania czaru magiczne ognisko wypełnia obszar sześcianu o boku 1,5 metra. Gdy rzucasz zaklęcie, każde stworzenie znajdujące się w przestrzeni zajmowanej przez ognisko musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 1k8 obrażeń od ognia. Stworzenie musi wykonać rzut obronny również wtedy, gdy wchodzi w obszar ogniska po raz pierwszy w swojej turze lub kończy tam swoją turę.<br><br>Ognisko podpala łatwopalne obiekty w swoim obszarze, które nie są noszone ani trzymane.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k8,<br>gdy osiągniesz 5. poziom (do 2k8), 11. poziom (do 3k8) i 17. poziom (do 4k8).";"Mag (XGE)"
"0";"KOMU BIJE DZWON";" Nekromancja, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";"   Wskazujesz stworzenie, które widzisz w zasięgu czaru - przez chwilę jego otoczenie rozbrzmiewa dźwiękiem żałobnego dzwonu. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia otrzymuje 1k8 obrażeń nekrotycznych. Jeśli aktualne punkty wytrzymałości celu są mniejsze od maksymalnych, to otrzymuje on 1k12 obrażeń nekrotycznych.<br><br>Obrażenia z tego zaklęcia zwiększają się o jedną kość, gdy osiągniesz 5. poziom (do 2k8 lub 2k12), 11. poziom (do 3k8 lub 3k12) i 17. poziom (do 4k8 lub 4k12).";"Mag (XGE)"
"1";"KATAPULTA";" Przemiany, 1. krąg";" 1 akcja";" 18 metrów";" S";" Natychmiastowy";" Wybierz obiekt, który nie jest noszony lub trzymany, ma masę od 0,5 do 2,5 kilograma i znajduje się w zasięgu czaru. Obiekt ten leci w linii prostej do 27 metrów w wybranym przez ciebie kierunku, po czym spada na ziemię, zatrzymuje się wcześniej przy zderzeniu z twardą powierzchnią. Jeśli leci w kierunku stworzenia, to musi ono wykonać rzut obronny na Zręczność. W przypadku niepowodzenia obiekt uderza w cel i się zatrzymuje. Przy uderzeniu zarówno obiekt, jaki cel otrzymują 3k8 obrażeń obuchowych.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k8, a maksymalna masa obiektu wzrasta o 2,5 kilograma.";"Mag (XGE)"
"1";"LODOWY NÓŻ";" Przywoływanie, 1. krąg";" 1 akcja";" 18 metrów";" S, M (kropla wody lub kawałek lodu)";" Natychmiastowy";" Tworzysz odłamek lodu i rzucasz nim w jedno stworzenie w zasięgu czaru. Wykonujesz atak dystansowy czarem przeciw wybranemu celowi. Przy trafieniu cel otrzymuje 1k10 obrażeń kłutych. Następnie odłamek wybucha, niezależnie od tego, czy udało ci się trafić. Cel i każde stworzenie w obrębie 1,5 metra od niego musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k6 obrażeń od zimna.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz obrażenia od zimna o 1k6.";"Mag (XGE)"
"1";"POCHŁONIĘCIE ŻYWIOŁÓW";" Odpychanie, 1. krąg";" 1 reakcja podejmowana w odpowiedzi na otrzymanie obrażeń od dźwięku, elektryczności, kwasu, ognia albo zimna";" Na siebie";" S";" 1 runda";" Czar przejmuje część oddziałującej na ciebie energii,<br>zmniejsza jej wpływ i przygotowuje ją do wykorzystania w twoim następnym ataku wręcz. Do początku swojej następnej tury zyskujesz odporność na obrażenia takiego typu, jak te wywołujące twoją reakcję. Co więcej, kiedy po raz pierwszy trafisz atakiem wręcz w swojej następnej turze, cel otrzymuje dodatkowo 1k6 obrażeń tego typu, a czar dobiega końca.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia dodatkowe o 1k6.";"Mag (XGE)"
"1";"SIDŁA";" Odpychanie, 1. krąg";" 1 minuta";" Dotyk";" S, M (7,5 metra liny, zużywane przez zaklęcie)";" 8 godzin";" Podczas rzucania tego czaru układasz z liny okrąg O promieniu 1,5 metra na ziemi lub innym podłożu. Po zakończeniu rzucania lina znika, a okrąg staje się magiczną pułapką.<br><br>Jest ona niemal niewidzialna, a odróżnienie jej Od podłoża wymaga udanego testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. <br><br>Pułapka uruchamia się, gdy Małe, Średnie lub Duże stworzenie staje na podłożu w obszarze działania czaru. Musi ono wykonać rzut obronny na Zręczność. W przypadku niepowodzenia zostaje magicznie wyrzucone w powietrze i zawisa głową w dół 90 centymetrów nad miejscem rzucenia czaru. Stworzenie jest tam unieruchomione przez czas trwania czaru...<br><br>Przewodnik Xanathara po wszystkim str.164";"Mag (XGE)"
"1";"WSTRZĄS ZIEMI";" Wywoływanie, 1. krąg";" 1 akcja";" 3 metry";" W, S";" Natychmiastowy";" Wywołujesz wstrząs ziemi W obrębie zasięgu czaru. Każde stworzenie (oprócz ciebie) znajdujące się na tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 1k6 obrażeń obuchowych i zostaje powalone. Jeśli obszar ten pokryty jest luźną ziemią lub kamieniami, staje się trudnym terenem, dopóki nie zostanie uprzątnięty. Ręczne oczyszczenie każdego 1,5-metrowego fragmentu wymaga co najmniej 1 minuty.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k6.";"Mag (XGE)"
"1";"ZASTRASZENIE";" Nekromancja, 1. krąg";" 1 akcja";" 18 metrów";" W";" Koncentracja, do 1 minuty";"   Wywołujesz strach przed śmiercią u stworzenia, które widzisz w zasięgu czaru. Efekt nie działa na konstrukty i nieumarłych. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia zostaje przerażony tobą na czas trwania czaru. Pod koniec każdej swojej tury cel może powtórzyć rzut obronny. Udany rzut powoduje zakończenie efektu. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć działaniem czaru dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Mag (XGE)"
"2";"CIENISTE OSTRZE";" Iluzje, 2. krąg";" 1 akcja dodatkowa";" Na siebie";" W, S";" ";" (Koncentracja, do 1 minuty) Splatasz smugi cienia, które w twojej dłoni formują się w miecz z zestalonego mroku. Ten magiczny miecz istnieje do zakończenia czaru.Jest traktowany jak prosta broń biała, w której używaniu masz biegłość. Przy trafieniu zadaje 2k8 obrażeń psychicznych.Jest to broń finezyjna, lekka i rzucana (zasięg 6/18). Ponadto masz ułatwienie w teście ataku, gdy używasz miecza do zaatakowania celu znajdującego się w słabym świetle lub w ciemności. Jeśli rzucisz lub puścisz miecz, to znika on na końcu tury. Podczas trwania czaru w ramach akcji dodatkowej możesz sprawić, aby miecz pojawił się ponownie w twojej dłoni.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar,  wykorzystując komórkę 3. lub 4. kręgu, zwiększasz zadawane obrażenia do 3k8.Jeśli rzucasz go, wykorzystując komórkę 5. lub 6. kręgu, zwiększasz zadawane obrażenia do 4k8. Jeśli rzucasz go, wykorzystując komórkę co najmniej 7. kręgu, zwiększasz zadawane obrażenia do 5k8.";"Mag (XGE)"
"2";"MYŚLOWY CIERŃ";" Wieszczenie, 2. krąg";" 1 akcja";" 18 metrów";" S";" Koncentracja, do 1 godziny";"   Sięgasz do umysłu stworzenia, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia otrzymuje 3k8 obrażeń psychicznych. Udany rzut zmniejsza obrażenia o połowę. Dodatkowo w przypadku niepowodzenia zawsze znasz położenie celu przez czas trwania czaru, o ile znajdujecie się W tej samej sferze egzystencji. Dzięki temu cel nie może  się przed tobą ukryć - nawet jeśli jest niewidzialny, ten stan nie zapewnia mu żadnych korzyści przeciw tobie. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k8.";"Mag (XGE)"
"2";"OCHRONNY WIATR";" Wywoływanie, 2. krąg";" 1 akcja";" Na siebie";" W";" Koncentracja, do 10 minut";" Otacza cię silny wiatr (30 kilometrów na godzinę) wiejący w obrębie 3 metrów wokół ciebie, wyśrodkowany na tobie i przemieszczający się wraz z tobą. Wiatr utrzymuje się przez czas trwania czaru. Wiatr wywołuje następujące efekty:<br><br>-Powoduje, że stworzenia w tym obszarze (łącznie z tobą) są ogłuchłe.<br><br>-Gasi w tym obszarze niechronione płomienie wielkości pochodni lub mniejsze.<br><br>-Odpycha parę, gaz i mgłę, które mogą zostać rozwiane przez silny Wiatr.<br><br>-Obszar ten stanowi trudny teren dla wszystkich stworzeń oprócz ciebie.<br><br>-Testy ataków dystansowych bronią są wykonywane z utrudnieniem, jeśli taki atak przechodzi przez  ten obszar.";"Mag (XGE)"
"2";"PIROTECHNIKA";" Przemiany, 2. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wybierasz obszar niemagicznego płomienia, który widzisz w zasięgu czaru i który mieści się w sześcianie o boku 1,5 metra. Możesz zgasić ogień w tym obszarze i odpalić przy tym fajerwerki lub stworzyć chmurę dymu.<br><br> Dym. Czarny dym rozprzestrzenia się w promieniu 6 metrów od celu, sięgając za załomy. Obszar ten jest pozbawiony widoczności. Efekt trwa przez 1 minutę lub do momentu rozwiania dymu przez silny wiatr. <br><br>Fajerwerki. Cel wybucha oszałamiającą feerią kolorów. Każde stworzenie znajdujące się w obrębie 3 metrów od celu musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia zostaje oślepione do końca twojej następnej tury.";"Mag (XGE)"
"2";"PISANIE NA NIEBIE";" Przemiany, 2. krąg (rytuał)";" 1 akcja";" Wzroku";" W, S";" Koncentracja, do 1 godziny";" Powodujesz pojawienie się do dziesięciu słów na części nieba, którą widzisz. Wyglądają na wykonane z chmur i pozostają w jednym miejscu przez czas trwania czaru. Słowa znikają, gdy zaklęcie dobiega końca. Silny wiatr może rozwiać chmury i szybciej zakończyć efekt.";"Mag (XGE)"
"2";"PŁOMIENIE AGANAZZARA";" Wywoływanie, 2. krąg";" 1 akcja";" 9 metrów";" W, S, M (łuska czerwonego smoka)";" Natychmiastowy";" Ryczące płomienie wystrzeliwują od ciebie w wybranym kierunku, tworząc prostą o długości 9 metrów i szerokości 1,5 metra. Każde stworzenie, które znajdzie się w tym obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k8.";"Mag (XGE)"
"2";"PYŁOWY WIR";" Przywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta pyłu)";" Koncentracja, do 1 minuty";" Wybierasz obszar powietrza, który widzisz w zasięgu czaru i który mieści się W sześcianie o boku 1,5 metra. Energia żywiołów przypominająca wir pyłu pojawia się tam i utrzymuje się przez czas trwania czaru.<br><br>Każda istota kończąca swoją turę w obrębie 1,5 metra od niego musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia otrzymuje 1k8 obrażeń obuchowych i zostaje odepchnięta o 3 metry od pyłowego wiru. Udany rzut zmniejsza obrażenia o połowę i zapobiega odepchnięcia.<br><br>W ramach akcji dodatkowej możesz przemieścić wir na odległość do 9 metrów w dowolnym kierunku.Jeśli wir porusza się nad piaskiem, pyłem, sypką ziemią lub lekkim żwirem, zasysa je i tworzy wokół siebie chmurę o promieniu 3 metrów, która utrzymuje się do początku twojej następnej tury. Obszar ten jest pozbawiony widoczności.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k8.";"Mag (XGE)"
"2";"RÓJ ŚNIEŻEK SNILLOCA";" Wywoływanie, 2. krąg";" 1 akcja";" 27 metrów";" W, S, M (kawałek lodu lub mały odłamek białej skały)";" Natychmiastowy";" Wybrany przez ciebie punkt w zasięgu czaru eksploduje chmarą magicznych śnieżek. Każde stworzenie w obszarze sfery o promieniu 1,5 metra i środku w tym punkcie musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k6.";"Mag (XGE)"
"2";"SMOCZE ZIONIĘCIE";" Przemiany, 2. krąg";" 1 akcja dodatkowa";" Dotyk";" W, S, M (ostra papryczka)";" Koncentracja, do 1 minuty";" Dotykasz przychylnego stworzenia i dajesz mu moc ziania z ust magiczną energią (pod warunkiem, że je posiada). Wybierasz typ obrażeń: od elektryczności, kwasu, ognia, trucizny albo zimna. Podczas trwania czaru stworzenie może w ramach swojej akcji zionąć wybranym typem energii W kształcie stożka o długości 4,5 metra. Każda istota w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k6 obrażeń wybranego typu. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k6.";"Mag (XGE)"
"2";"UZIEMIENIE";" Przemiany, 2. krąg";" 1 akcja";" 90 metrów";" W";" Koncentracja, do 1 minuty";"   Wybierasz stworzenie, które widzisz w zasięgu czaru. Oplatają je żółte wstęgi magicznej energii. Cel musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia jego szybkość lotu (jeśli ją posiada) spada do 0 na czas trwania czaru. Stworzenie znajdujące się W powietrzu - objęte działaniem tego czaru - opada bezpiecznie z prędkością 18 metrów na rundę do chwili zetknięcia z ziemią lub zakończenia czaru.";"Mag (XGE)"
"2";"ZIEMNY UŚCISK MAXIMILIANA";" Przemiany, 2. krąg";" 1 akcja";" 9 metrów";" W, S, M (miniaturowa ręka ulepiona z gliny)";" Koncentracja, do 1 minuty";" Wybierasz wolne miejsce na ziemi będące kwadratem o boku 1,5 metra, które widzisz w zasięgu czaru. Z tego miejsca powstaje Średnia ręka z ubitej ziemi i sięga w stronę stworzenia, które widzisz w obrębie 1,5 metra od niej. Cel musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia otrzymuje 2k6 obrażeń obuchowych i zostaje unieruchomiony na czas trwania czaru.<br><br>W ramach akcji możesz sprawić, by ręka zgniotła unieruchomiony cel. Musi on wtedy wykonać rzut obronny na Siłę. W przypadku niepowodzenia otrzymuje 2k6 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę.<br><br>Aby się uwolnić, unieruchomiony cel może w ramach akcji wykonać test Siły o ST rzutu obronnego przeciw twoim czarom. Udany rzut kończy unieruchomienie.<br><br>W ramach akcji możesz sprawić, by ręka sięgnęła po inną istotę albo przemieściła się na inne wolne miejsce w zasięgu czaru. W obu przypadkach ręka uwalnia obecnie unieruchomiony cel.";"Mag (XGE)"
"3";"DRZEMKA";" Uroki, 3. krąg";" 1 akcja";" 9 metrów";" S, M (szczypta piasku)";" 10 minut";" Wykonujesz uspokajający gest i wybierasz do trzech przychylnych stworzeń, które widzisz W zasięgu czaru. Padają one nieprzytomne na czas trwania zaklęcia.Jeśli cel otrzyma obrażenia lub ktoś w ramach akcji obudzi go uderzeniem lub potrząśnięciem, to czar zakończy się dla niego przedwcześnie. Jeśli cel będzie nieprzytomny przez cały czas trwania czaru, to otrzymuje korzyści równoważne z odbyciem krótkiego odpoczynku i nie może zostać ponownie objęty działaniem tego zaklęcia, dopóki nie ukończy długiego odpoczynku.  <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. możesz objąć czarem jedno dodatkowe przychylne  stworzenie.";"Mag (XGE)"
"3";"FALA PRZYPŁYWU";" Przywoływanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (kropla wody)";" Natychmiastowy";" Przywołujesz falę wody, która uderza w obszar w zasięgu czaru. Obszar ten może mieć do 9 metrów długości, do 3 metrów szerokości i do 3 metrów wysokości. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 4k8 obrażeń obuchowych i zostaje powalone. Udany rzut zmniejsza obrażenia o połowę i zapobiega powaleniu. Następnie woda rozlewa się po ziemi we wszystkich kierunkach,<br>gasząc niechronione płomienie w tym obszarze i w obrębie 9 metrów od niego, po czym znika.";"Mag (XGE)"
"3";"GRZMIĄCY KROK";" Przywoływanie, 3. krąg";" 1 akcja";" 27 metrów";" W";" Natychmiastowy";"   Teleportujesz się w wolne miejsce, które widzisz w zasięgu czaru. Natychmiast po twoim zniknięciu z poprzednio zajmowanego przez ciebie miejsca rozlega się donośny huk, a każde stworzenie w obrębie 3 metrów od tego miejsca i musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 3k10 obrażeń od dźwięku. Udany rzut zmniejsza obrażenia o połowę. Grzmot jest słyszalny z odległości 90 metrów.  Możesz przemieścić się razem z przedmiotami, których, łączny ciężar nie przekracza twojego udźwigu, a także zabrać ze sobą jedną przychylną istotę w rozmiarze nieprzekraczającym twojego, której wyposażenie nie przekracza jej udźwigu. W momencie rzucania czaru musi znajdować się ona nie dalej niż 1,5 metra od ciebie. Dodatkowo w obrębie 1,5 metra od twojego miejsca docelowego musi znajdować się drugie wolne miejsce, aby mogła się tam przenieść. W przeciwnym razie istota nie rusza się z miejsca.<br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej3. zwiększasz obrażenia o 1k10.";"Mag (XGE)"
"3";"MALUTKI SŁUGA";" Przemiany, 3. krąg";" 1 minuta";" Dotyk";" W, S";" 8 godzin";" Dotykasz Malutkiego, niemagicznego obiektu, który nie jest przymocowany do innej rzeczy ani powierzchni i nie jest trzymany przez inne stworzenie. Cel ożywa i wyrastają mu małe rączki i nóżki. Pozostaje pod twoją kontrolą przez czas trwania czaru albo do chwili, gdy jego punkty wytrzymałości spadną do 0.Jego statystyki znajdziesz obok. <br><br>W ramach akcji dodatkowej możesz wydawać mu mentalnie rozkazy, jeśli znajduje się on W obrębie 36 metrów od ciebie. (Jeśli kontrolujesz grupę istot, polecenie kierujesz do jednej z nich bądź do całej grupy, wydając wszystkim ten sam rozkaz). Decydujesz o kierunku ruchu i akcji podejmowanej przez sługę W jego następnej turze albo wydajesz ogólne polecenie, na przykład przyniesienia klucza, stania na straży czy ułożenia książek. Jeśli nie wydasz mu żadnego rozkazu, ograniczy się do obrony przed wrogimi stworzeniami. Otrzymawszy polecenie, będzie je wypełniać aż do ukończenia zadania...<br><br>Przewodnik Xanathara po wszystkim str.156";"Mag (XGE)"
"3";"MINIATUROWE METEORY MELFA";" Wywoływanie, 3. krąg";" l akcja";" Na siebie";" W, S, M (saletra, siarka i smoła drzewna  uformowane w koralik)";" Koncentracja, do 10 minut";" Tworzysz sześć malutkich meteorów w zajmowanym przez siebie miejscu. Unoszą się one i krążą wokół ciebie  przez czas trwania czaru. Gdy rzucasz zaklęcie, a także w ramach akcji dodatkowej w każdej swojej następnej turze możesz wysłać jeden lub dwa meteory w wybrane miejsce lub miejsca znajdujące się w obrębie 36 metrów od ciebie. Meteor wybucha po dotarciu do celu lub zderzeniu ze stałą powierzchnią. Każde stworzenie w obrębie 1,5 metra od miejsca wybuchu musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz liczbę stworzonych meteorów o 2.";"Mag (XGE)"
"3";"MROWIE WROGOW";" Uroki, 3.krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Sięgasz do umysłu jednego stworzenia, które widzisz, i zmuszasz je do wykonania rzutu obronnego na Inteligencję. Stworzenie niepodatne na przerażenie automatycznie odnosi sukces w tym rzucie. W przypadku niepowodzenia traci zdolność odróżniania wrogów od przyjaciół ina czas trwania czaru uważa za wrogów wszystkie stworzenia, które widzi. Cel może powtórzyć rzut obronny za każdym razem, gdy otrzymuje obrażenia. Udany rzut powoduje zakończenie efektu. <br><br>Gdy objęte czarem stworzenie wybiera inną istotę jako cel ataku, czaru lub zdolności, za każdym razem musi określić go losowo spośród istot, które widzi w zasięgu. Gdy Zostanie sprowokowane przez wroga do wykonania ataku okazyjnego, to musi to zrobić, jeśli może.";"Mag (XGE)"
"3";"PŁOMIENNE STRZAŁY";" Przemiany, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz kołczanu ze strzałami lub bełtami. Przy trafieniu atakiem dystansowym bronią z użyciem amunicji wyciągniętej z kołczanu cel otrzymuje 1k6 dodatkowych obrażeń od ognia. Działanie czaru na pocisk kończy się niezależnie od tego, czy udało ci się trafić, a samo zaklęcie kończy się po wyciągnięciu z kołczanu 12 sztuk amunicji. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. możesz zwiększyć liczbę sztuk amunicji objętych tym czarem o 2.";"Mag (XGE)"
"3";"PRZENIESIENIE ŻYCIA";" Nekromancja, 3. krąg";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Poświęcasz część swojego zdrowia, by leczyć rany innego stworzenia. Otrzymujesz 4k8 obrażeń nekrotycznych, których nie można w żaden sposób zredukować, a wybrane stworzenie, które widzisz w zasięgu czaru, odzyskuje PW równe dwukrotności otrzymanych przez ciebie obrażeń nekrotycznych.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k8.";"Mag (XGE)"
"3";"PRZYWOŁANIE POMNIEJSZYCH DEMONÓW";" Przywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S, M (fiołka świeżej krwi humanoida zabitego w ciągu ostatnich 24 godzin)";" Koncentracja, do 1 godziny";"   Wypowiadasz bluźniercze słowa, przywołując demony z chaosu Otchłani. Skorzystaj z poniższej tabeli, by wylosować, co się pojawia...<br><br>Przewodnik Xanathara po wszystkim str.162";"Mag (XGE)"
"3";"ŚCIANA PIASKU";" Wywoływanie, 3. krąg";" 1 akcja";" 27 metrów";" W, S, M (garść piasku)";" Koncentracja, do 10 minut";" Tworzysz ścianę wirującego piasku na ziemi w punkcie który widzisz w zasięgu czaru. Ściana może mieć do 9 metrów długości, do 3 metrów wysokości ido 3 metrów grubości. Znika, gdy zaklęcie dobiegnie końca. Blokuje pole widzenia, ale nie uniemożliwia ruchu. Stworzenie znajdujące się w przestrzeni zajmowanej przez ścianę zostaje oślepione i musi zużyć 3 metry szybkości za każdy przebyty metr.";"Mag (XGE)"
