"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Zaklinacz"
"5";"TELEKINEZA";" Przemiany, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 10 minut";" Możesz objąć zaklęciem obiekt lub istotę w zasięgu czaru i wywołać jeden z poniższych efektów. Możesz co rundę zmieniać cel (wtedy uwalniasz poprzedni od działania czaru), albo wpływać na ten sam cel.<br><br>*Istota. Wielka lub mniejsza. Wykonaj sporny test swojej cechy bazowej przeciw Sile istoty. Jeśli wygrasz, przenosisz ją maksymalnie o 9m. Cel jest unieruchomiony do końca twojej następnej tury. Możesz przeznaczyć swoją akcję na próbę utrzymania tego uścisku (ponowny test sporny).<br>*Obiekt. Nie więcej niż 500kg. Jeśli nie jest przez kogoś noszony lub trzymany, przemieszczasz go do 9m. Jeśli obiekt jest trzymany lub noszony, to musisz wykonać sporny test swojej cechy bazowej przeciw Sile tej istoty. Jeśli wygrywasz, to odrywasz obiekt od właściciela i możesz przemieścić go na odległość do 9 metrów w dowolnym kierunku, ale nie poza zasięg czaru. Trzymane telekinetyczne obiekty możesz<br>precyzyjnie kontrolować, co pozwala ci na użycie prostego narzędzia, otwarcie drzwi lub pojemnika, włożenie przedmiotu do otwartego pojemnika lub jego wyjęcie, albo wylanie zawartości fiolki.";"Zaklinacz"
"5";"UNIERUCHOMIENIE POTWORA";" Uroki, 5. krąg";" 1 akcja";" 27 metrów";" W, S, M (mały, prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Zaklęcie nie działa na nieumarłych. Pod koniec każdej swojej tury, cel może ponowić rzut na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując, komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz objąć czarem jedno dodatkowe stworzenie. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9 metrów od siebie.";"Zaklinacz"
"5";"ZABÓJCZA CHMURA";" Przywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";" Przywołujesz obłok trującej, żółto-zielonej mgły w kształcie sfery o promieniu 6 metrów z punktem wyjścia w wybranym miejscu w zasięgu czaru. Mgła rozprzestrzenia się za załomy i<br>tworzy obszar pozbawiony widoczności. Utrzymuje się do końca działania czaru, chyba że wcześniej zostanie rozwiana silnym wiatrem, co również kończy zaklęcie.<br><br>Stworzenie wchodzące w obszar mgły po raz pierwszy w swojej turze lub rozpoczynające w niej swoją turę, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od trucizny. Udany<br>rzut zmniejsza obrażenia o połowę. Zaklęcie działa nawet, gdy objęte nim istoty wstrzymają oddech lub nie muszą oddychać.<br><br>Na początku każdej twojej tury, mgła oddala się od ciebie o 3 metry, przelewając się po powierzchni gruntu. Opary są cięższe od powietrza, więc spływają na niższe poziomy<br>również przez otwory.";"Zaklinacz"
"6";"DEZINTEGRACJA";" Przemiany, 6. krąg";" 1 akcja";" 18 metrów";" W, S, M (magnetyt i szczypta pyłu)";" Natychmiastowy";" Wąski zielony promień strzela z twojego palca wskazującego w kierunku celu, który widzisz w zasięgu czaru. Celem może być istota, obiekt albo wytwór magii, np. mur stworzony zaklęciem ściana energii. Istota będąca celem zaklęcia, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 10k6 + 40 obrażeń od energii. Zostaje zdezintegrowana, jeśli te obrażenia sprowadzają jej PW do 0. Zdezintegrowana istota wraz z całym swoim ekwipunkiem i niesionymi rzeczami (oprócz magicznych przedmiotów), zostaje zredukowana do kupki drobnego szarego pyłu. Można ją przywrócić do życia tylko zaklęciami prawdziwe<br>zmartwychwstanie lub życzenie. Duże lub mniejsze niemagiczne obiekty i twory magii zostają zdezintegrowane automatycznie. Jeżeli cel zaklęcia ma rozmiar Wielki lub większy, to dezintegracji ulega jego część, nie większa niż sześcian o boku 3 metrów. Zaklęcie nie działa na magiczne przedmioty. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6. zwiększasz zadawane obrażenia o 3k6.";"Zaklinacz"
"6";"KĄŚLIWY WZROK";" Nekromancja, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Twoje oczy stają się czarnymi jak atrament jeziorami pustki nasyconymi straszliwą mocą. Wybrana istota, którą widzisz w obrębie 18 metrów, musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, nakładasz na nią efekt wybrany z poniższych, utrzymujący się do końca trwania czaru. Póki zaklęcie trwa, możesz w każdej swojej akcji podstawowej wybrać kolejną ofiarę, przy czym nie możesz ponownie wskazać istoty, która zdała rzut obronny przeciw aktualnie trwającemu kąśliwemu wzrokowi.<br>*Choroba. Ofiara ma utrudnienie w testach ataku i cech. Pod koniec każdej swojej tury może ponowić rzut obronny na Mądrość, by spróbować wyrwać się spod działania czaru. <br>*Panika.  W każdej swojej turze musi wykonać akcję Sprintu, by jak najbardziej oddalić się od ciebie najbezpieczniejszą i najkrótszą drogą, chyba że nie ma dokąd się poruszyć. Jeśli cel znajduje się w miejscu oddalonym od ciebie co najmniej o 18 metrów, z którego nie będzie mógł cię zobaczyć, efekt ustaje.<br>*Uśpienie. Ofiara pada nieprzytomna. Obudzi się w momencie otrzymania obrażeń albo gdy inna istota w ramach swojej akcji nią potrząśnie.";"Zaklinacz"
"6";"KRĄG ŚMIERCI";" Nekromancja, 6. krąg";" 1 akcja";" 45 metrów";" W, S, M (sproszkowana czarna perła o wartości co najmniej 500 sz)";" Natychmiastowy";" Z punktu, który wskazujesz w zasięgu czaru, wyłania się sfera negatywnej energii o promieniu 18 metrów. Każde objęte nią stworzenie musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 8k6 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6. zwiększasz obrażenia o 2k6.";"Zaklinacz"
"6";"ŁAŃCUCH BŁYSKAWIC";" Wywoływanie, 6. krąg";" 1 akcja";" 45 metrów";" W, S, M (trochę futra , kawałek bursztynowego, szklanego lub kryształowego pręta oraz trzy srebrne szpilki)";" Natychmiastowy.";" Tworzysz piorun, który skacze ku widocznemu w zasięgu celowi, po czym dzieli się na trzy i przeskakuje na kolejne cele oddalone od niego o nie więcej niż 9 metrów. Celami mogą być istoty lub przedmioty, przy czym każde z nich może być<br>celem tylko raz.<br><br>Ofiara pioruna musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 10k8 obrażeń od elektryczności. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 7. kręgu, za każdy krąg powyżej 6. tworzysz dodatkową odnogę pioruna odchodzącą od pierwszego celu.";"Zaklinacz"
"6";"MAGICZNE WROTA";" Przywoływanie, 6. krąg";" 1 akcja";" 150 metrów";" W, S";" Koncentracja, do 10 minut";" Tworzysz powiązane portale teleportacyjne, które pozostają czynne przez czas trwania zaklęcia. Wybierasz dwa miejsca na ziemi, które widzisz: jedno w obrębie 3 metrów od ciebie, a drugie w obrębie 150 metrów. W obu miejscach otwiera się okrągły portal o średnicy 3 metrów. Jeśli miałoby to oznaczać otwarcie portalu w miejscu zajętym przez jakąś istotę, to czar się nie udaje, a komórka czaru zostaje zużyta.<br><br>Portale są dwuwymiarowymi świecącymi pierścieniami wypełnionym magią, unoszącymi się kilkanaście centymetrów nad ziemią, prostopadle do niej. Widoczne są tylko z jednej strony (ty wybierasz), i to ona pełni funkcję<br>portalu. <br><br>Istoty i przedmioty wchodzące do jednego z portali wychodzą z drugiego z nich tak, jakby portale do siebie przylegały. Wejście w okrąg od jego niewidocznej strony nie przynosi żadnych efektów. Mgła wypełniająca każdy z portali jest nieprzezroczysta i nie można jej przejrzeć W ramach akcji dodatkowej w swojej turze możesz obrócić okręgi, by ich aktywne strony zwrócone były w innym kierunku.";"Zaklinacz"
"6";"MASOWA SUGESTIA";" Uroku, 6. krąg";" 1 akcja";" 18 metrów";" W, M (wężowy język, kawałek plastra miodu lub kropla słodkiego olejku)";" 24 godziny";" Wybierasz do 12 istot, mogących cię usłyszeć i zrozumieć. Wpływasz na ich umysł i w jednym lub dwóch zdaniach sugerujesz im kierunek działań. Istoty odporne na zauroczenia są niepodatne na ten czar. Sugestia musi być sformułowana w taki sposób, by brzmiała rozsądnie. Nie można kazać się zranić. Każdy cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, spełnia twoją sugestię. Możesz określić warunki, w których sugerowane działanie ma być rozpoczęte. Przykładowo, możesz zasugerować grupie żołnierzy, by oddali wszystkie swoje pieniądze pierwszemu żebrakowi, jakiego spotkają. Jeśli w czasie trwania czaru okoliczności nie występują, to działanie nie zostaje podjęte...<br><br>Podręcznik gracza str.235";"Zaklinacz"
"6";"PORUSZENIE ZIEMI";" Przemiany, 6. krąg";" 1 akcja";" 36 metrów";" W, S, M (żelazne ostrze i woreczek z mieszanką gliny,iłu i piasku)";" Koncentracja, do 2 godzin";" Podczas działania czaru możesz dowolnie kształtować ziemię, piasek lub glinę na obszarze do 12 metrów. Rozmiar żadnej ze stosowanych zmian (kolumna, obniżenie gruntu, stworzenie lub wypełnienie rowu, wzniesienie lub zrównanie z powierzchnią ziemi muru, itp.), nie może przekraczać połowy największego wymiary tego obszaru. Jeśli zatem obejmujesz czarem kwadrat o boku 12 metrów, możesz wznieść na nim kolumnę o wysokości do 6 metrów. Zmiany<br>trwają 10 minut. Na początku każdych 10 minut spędzonych na koncentracji na tym zaklęciu, możesz wybrać nowy obszar, który chcesz zmienić. Teren przekształca się powoli, zatem w ten sposób raczej nie zdołasz nikogo uwięzić ani zranić poruszającą się ziemią.<br><br>Zaklęcie nie może wpływać na naturalny kamień lub kamienne konstrukcje. Skały i struktury dopasowują się do zmienionego obszaru. Jeżeli przekształcenie terenu spowodowałoby niestabilność struktury, to może się ona zawalić. Czarem tym nie wpłyniesz też bezpośrednio na rośliny. Przemieszczają się one wraz z poruszaną ziemią.";"Zaklinacz"
"6";"PRAWDZIWE WIDZENIE";" Wieszczenie, 6. krąg";" 1 akcja";" Dotyk";" W, S, M (maść na oczy o wartości 25 sz, sporządzona ze sproszkowanych grzybów, szafranu i tłuszczu, zużywana przez zaklęcie)";" 1 godzina";" Tym czarem zapewniasz dotkniętej, przychylnej istocie umiejętność postrzegania rzeczy takimi, jakimi są w rzeczywistości. Podczas działania zaklęcia, jego cel ma zdolność prawdziwego widzenia, dostrzega magicznie ukryte tajne przejścia i ma wgląd w Sferę Eteryczną na odległość 36 metrów";"Zaklinacz"
"6";"PROMIEŃ SŁOŃCA";" Wywoływanie, 6. krąg";" 1 akcja";" Na siebie (prosta o długości 18 metrów)";" W, S, M (szkło powiększające)";" Koncentracja, do 1 minuty";" Snop jasnego światła wystrzeliwuje z twojej dłoni, tworząc prostą o długości 18 metrów i szerokości 1,5 metra. Każde stworzenie na jego drodze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 6k8 obrażeń od światłości i zostaje oślepione do twojej następnej tury. Przy udanym rzucie, otrzymuje połowę tych obrażeń i nie zostaje oślepione. Nieumarli i szlamy mają utrudnienie w tym rzucie obronnym.<br><br>W czasie działania czaru, w każdej swojej turze możesz wykorzystać akcję, aby stworzyć nowy snop światła.<br><br>Podczas trwania czaru, w twojej dłoni świeci odrobiona olśniewającego blasku. Zapewnia ona jasne światło o promieniu 9 metrów oraz słabe w promieniu kolejnych 9 metrów. Jest to światło słoneczne.";"Zaklinacz"
"6";"SFERA NIEPODATNOŚCI";" Odpychanie, 6. krąg";" 1 akcja";" Na siebie (sfera o promieniu 3 metrów)";" W, S, M (szklany lub kryształowy koralik, roztrzaskujący się pod koniec trwania czaru)";" Koncentracja, do 1 minuty";" Wokół ciebie pojawia się nieruchoma bariera o lekko migoczącej powierzchni, przyjmująca kształt sfery o promieniu 3 metrów i utrzymująca się do końca działania czaru.<br><br>Każde rzucone spoza niej zaklęcie z kręgu 5. lub niższego, nie może objąć działaniem istot lub obiektów znajdujących się wewnątrz, nawet jeśli zostało rzucone z użyciem komórki wyższego kręgu. Takie zaklęcia mogą zostać wycelowane w<br>istoty lub obiekty wewnątrz bariery, ale nie wywierają na nie żadnych efektów. Przestrzeń wewnątrz bariery jest także wyłączona z działania efektów obszarowych tych zaklęć.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 7. kręgu, za każdy krąż powyżej 6. bariera blokuje zaklęcia z kręgu wyższego o 1.";"Zaklinacz"
"7";"BURZA OGNIA";" Wywoływanie, 7. krąg";" 1 akcja";" 45 metrów";" W, S";" Natychmiastowy";" Burza ryczących płomieni pojawia się we wskazanym przez ciebie miejscu w zasięgu czaru. Obszar działania czaru składa się z maksymalnie dziesięciu 3-metrowych sześcianów, które możesz dowolnie rozmieścić, przy czym każdy sześcian musi stykać się co najmniej z jedną ścianą z innym sześcianem. Istoty na obszarze działania czaru, muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymują 7k10 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Ogień uszkadza obiekty na obszarze działania czaru i podpala łatwopalne przedmioty, które nie są przez kogoś trzymane lub noszone. Możesz zadecydować, czy na jego działanie będą podatne rośliny.";"Zaklinacz"
"7";"ETERYCZNOŚĆ";" Przemiany, 7. krąg";" 1 akcja";" Na siebie";" W, S";" Do 8 godzin";" Wkraczasz na Eteryczne Pogranicze w miejscu przenikania się Sfery Eterycznej ze sferą egzystencji, w której przebywasz. Pozostajesz tam do końca trwania czaru lub do jego zakończenia przy użyciu akcji. Możesz się przemieszczać. Ruch w górę kosztuje Cię podwójnie. Widzisz i słyszysz co się dzieje w twojej sferze egzystencji, ale tylko na 18m i szaro. W Sferze Eterycznej możesz wchodzić w interakcje jedynie z innymi stworzeniami tam przebywającymi. Ignorujesz wszystkie obiekty i efekty spoza Sfery Eterycznej, co pozwala ci na przemieszczanie się przez obiekty znajdujące się w sferze, z której przybyłeś. Kiedy czar się kończy, wracasz do swojej sfery, w miejscu, w którym aktualnie się znajdujesz. Jeśli znajduje się tam w tym czasie jakieś stworzenie lub ciało stałe, zostajesz przeniesiony do wolnego miejsca i za każde przebyte 30cm otrzymujesz 2 obrażenia od mocy. Zaklęcie nie przynosi żadnego efektu, jeśli rzucisz je w Sferze Eterycznej albo takiej, która się z nią nie przenika, np. w jednej ze Sfer Zewnętrznych...<br><br>Podręcznik gracza str.221";"Zaklinacz"
"7";"ODWRÓCENIE GRAWITACJI";" Przemiany, 7. krąg";" 1 akcja";" 30 metrów";" W, S, M (magnetyty i żelazne opiłki)";" Koncentracja, do 1 minuty";" Tym czarem odwracasz grawitację w obrębie walca o średnicy 15 metrów i wysokości 30 metrów, z punktem wyjścia znajdującym się w zasięgu. Wszystkie istoty i obiekty, które nie są w jakiś sposób przytwierdzone do ziemi, spadają<br>w górę aż na szczyt obszaru zaklęcia. Objęta czarem istota może wykonać rzut obronny na Zręczność, aby złapać się jakiegoś stałego obiektu i uniknąć upadku.<br><br>Jeżeli na drodze upadku znajduje się jakaś twarda przeszkoda lub powierzchnia (np. sufit), to spadające obiekty i istoty uderzają o nią z takim samym skutkiem, jak podczas normalnego upadku w dół. Jeśli obiekt lub istota osiągnie szczyt obszaru odwróconej grawitacji bez zderzenia z przeszkodą, to pozostaje tam do końca działania czaru, nieznacznie zmieniając wysokość.<br><br>Gdy zaklęcie dobiegnie końca, objęte nim istoty i obiekty spadają z powrotem.";"Zaklinacz"
"7";"OPÓŹNIONA KULA OGNIA";" Wywoływanie, 7. krąg";" 1 akcja";" 45 metrów";" W, S, M (kulka nietoperzowego guana i siarki)";" Koncentracja, do 1 minuty";" Z twojego palca wskazującego bucha promień żółtego światła, który gęstnieje i skupia się w miejscu wybranym w zasięgu czaru, tworząc tam świecący ładunek w formie niewielkiej kulki. Kiedy zaklęcie się kończy – na skutek przerwanej<br>koncentracji lub twojej decyzji – ładunek z hukiem eksploduje ogniem, który rozprzestrzenia się za rogi i załomy. Istoty znajdujące się w otaczającej ładunek sferze o promieniu 6 metrów, muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymują pełne zgromadzone obrażenia. Udany rzut, zmniejsza je o połowę. Podstawowe obrażenia z tego zaklęcia to 12k6. Jeśli pod koniec twojej tury ładunek nie został jeszcze zdetonowany, obrażenia wzrastają o 1k6...<br><br>Podręcznik gracza str.241";"Zaklinacz"
"7";"PALEC ŚMIERCI";" Nekromancja, 7. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wywołujesz u istoty, którą widzisz w zasięgu czaru, przepływ negatywnej energii powodujący przeszywający ból. Ofiara musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 7k8 + 30 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę.<br><br>Jeżeli tym zaklęciem zabijesz humanoida, to na początku twojej następnej tury powstanie on jako zombi będący pod twoją trwałą kontrolą i wypełniający twoje słowne rozkazy najlepiej, jak tylko potrafi.";"Zaklinacz"
"7";"PRYZMATYCZNY ROZPRYSK";" Wywoływanie, 7. krąg";" 1 akcja";" Na siebie (stożek o długości 18 metrów)";" W, S";" Natychmiastowy";" Z twojej dłoni wystrzeliwuje osiem promieni światła. Każdy z nich ma odmienną barwę, moc i zastosowanie. Stworzenia znajdujące się wewnątrz stożka o długości . 18 metrów muszą wykonać rzut obronny na Zręczność. Dla każdego z nich rzucasz osobno k8, by określić, który promień na nie Wpłynął...<br><br>Podręcznik gracza str.253";"Zaklinacz"
"7";"SFERALNY PRZESKOK";" Przywoływanie, 7. krąg";" 1 akcja";" Dotyk";" W, S, M (rozwidlony metalowy pręt o wartości co najmniej 250sz, dostrojony do konkretnej sfery egzystencji)";" Natychmiastowy";" Zostajesz przeniesiony do innej sfery (+max 8 istot – musicie utworzyć krąg, trzymając się za ręce). Możesz ogólnie określić miejsce przeznaczenia (np. Pałac Dispatera w drugim kręgu Dziewięciu Piekieł, albo Mosiężne Miasto w Sferze Ognia) i pojawiasz się w nim albo w jego pobliżu.<br><br>Jeżeli znasz sekwencję pieczęci kręgu teleportacyjnego z innej sfery egzystencji, możesz także rzucić to zaklęcie tak, by przeniosło cię do tego kręgu. Jeśli ów krąg jest za mały, by pomieścić wszystkie przychylne istoty, to pojawiają się one w najbliższym wolnym miejscu w jego pobliżu...<br><br>Podręcznik gracza str.262";"Zaklinacz"
"7";"TELEPORTACJA";" Przywoływanie, 7. krąg";" 1 akcja";" 3 metry";" W";" Natychmiastowy";" Ten czar natychmiast przenosi ciebie i do ośmiu<br>przychylnych stworzeń, które widzisz w zasięgu czaru, w wybrane przez ciebie miejsce docelowe. Jeśli wskażesz obiekt jako cel zaklęcia, musi on mieścić się w sześcianie o boku 3 metrów i nie może być trzymany ani noszony przez nieprzychylną istotę. <br><br>Miejsce docelowe musi być ci znane i położone w tej samej sferze egzystencji. Stopień znajomości tego miejsca wpływa na szansę udanego dotarcia do celu.<br><br>MP rzuca k100 i sprawdza wynik w tabeli na str. 273.";"Zaklinacz"
"8";"CHMURA ŻARU";" Przywoływanie, 8. krąg";" 1 akcja";" 45 metrów";" W, S";" Koncentracja, do 1 minuty";" Tworzysz wypełniony rozpalonymi do białości kawałkami żaru, wirujący obłok dymu w kształcie sfery o promieniu 6 metrów, ze środkiem w wybranym punkcie w zasięgu czaru. Obłok rozprzestrzenia się za załomy i stanowi obszar pozbawiony widoczności. Utrzymuje się do 1 minuty, chyba że wcześniej rozproszy go wiatr o umiarkowanej bądź większej prędkości (co najmniej 15 km/h).<br><br>Gdy obłok się pojawia, każda istota na jego obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 10k8 obrażeń od ognia. Udany rzut<br>zmniejsza obrażenia o połowę. Istoty muszą wykonać również rzut obronny, gdy wchodzą w obszar działania czaru po raz pierwszy w swojej turze lub kończą w nim swoją turę.<br><br>Na początku każdej twojej tury, chmura oddala się od ciebie o 3 metry w wybranym przez ciebie kierunku.";"Zaklinacz"
"8";"DOMINACJA NAD POTWOREM";" Uroki, 8. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 godziny";" Jeśli stworzenie, które widzisz w zasięgu, nie zda rzutu obronnego na Mądrość, zostanie zauroczone. Ma ułatwienie, jeśli akurat walczyło z tobą lub twoimi sojusznikami. Gdy cel jest zauroczony, łączy was telepatyczna więź, dopóki przebywacie w tej samej sferze egzystencji. Będąc przytomnym, możesz dzięki tej więzi bez użycia akcji, wydawać telepatyczne polecenia zauroczonemu stworzeniu. Możesz posłużyć się prostym i ogólnym rozkazem, np. „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli stworzenie po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad zauroczonym stworzeniem całkowitą kontrolę. Do końca twojej następnej tury, będzie ono wówczas wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone stworzenie otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 9. kręgu, wydłużasz maksymalny czas trwania do 8 godzin (przy koncentracji).";"Zaklinacz"
"8";"SŁONECZNY BLASK";" Wywoływanie, 8. krąg";" 1 akcja";" 45 metrów";" W, S, M (ogień i kawałek awenturynu)";" Natychmiastowy";" W promieniu 18 metrów od wskazanego punktu w zasięgu czaru, rozbłyskuje olśniewające światło słoneczne. Każda istota skąpana w tym świetle musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 12k6<br>obrażeń od światłości i zostaje oślepiona na 1 minutę. Jeśli rzut się powiedzie, to istota otrzymuje połowę obrażeń i nie zostaje oślepiona. Nieumarli i śluzy mają utrudnienie w tym rzucie.<br><br>Oślepiona tym czarem istota, pod koniec każdej swojej tury, ponawia rzut obronny na Kondycję. Sukces uwalnia ją z efektu oślepienia.<br><br>Tym zaklęciem rozpraszasz każdą magicznie stworzoną ciemność występującą w jego obszarze działania.";"Zaklinacz"
"8";"SŁOWO MOCY 'STÓJ'";" Uroki, 8. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wypowiadasz słowo mocy przytłaczające umysł istoty, którą widzisz w zasięgu czaru, i wprawiasz ją w osłupienie. Jeżeli ma do 150 PW, zostaje ogłuszona. W przeciwnym wypadku zaklęcie nie przynosi efektu.<br><br>Ogłuszona istota pod koniec każdej swojej tury wykonuje rzut obronny na Kondycję. Sukces wyzwala ją z efektu ogłuszenia.";"Zaklinacz"
"8";"TRZĘSIENIE ZIEMI";" Wywoływanie, 8. krąg";" 1 akcja";" 150 metrów";" W, S, M (szczypta ziemi, kamień i grudka gliny)";" Koncentracja, do 1 minuty";" Podczas działania tego czaru, obszarem w promieniu 30 metrów od wybranego punktu w zasięgu czaru, targają silne wstrząsy, przenoszące się na istoty i budynki mające kontakt z powierzchnią ziemi.<br><br>Ziemia na czas działania czaru staje się trudnym terenem. Przebywające tam istoty, które koncentrują się na zaklęciach, muszą wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, ich koncentracja zostaje przerwana. <br><br>Kiedy rzucasz to zaklęcie oraz pod koniec każdej tury, w której się na nim koncentrujesz, każda istota w obszarze trzęsienia ziemi musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, pada powalona. Zależnie od typu terenu objętego zaklęciem, możesz wywołać dodatkowe efekty określane przez MP.<br>Możesz tworzyć szczeliny oraz oddziaływać na budynki, zgodnie z zasadami na stronie 273.";"Zaklinacz"
"9";"BRAMA";" Przywoływanie, 9. krąg";" 1 akcja";" 18 metrów";" W, S, M (diament o wartości co najmniej 5000 sz)";" Koncentracja, do 1 minuty";" Przywołujesz portal łączący wolne miejsce, które widzisz w zasięgu czaru, z konkretnym miejscem w innej sferze egzystencji. Portal działa przez cały czas trwania czaru i ma kształt koła. Możesz wybrać jego średnicę – od 1,5m do 6m – i ustawić go w dowolnym kierunku. Końce portalu w obu sferach egzystencji posiadają stronę przednią i tylną. Aby podróżować portalem, należy przekroczyć go od przodu. Wszystko, co w ten sposób przejdzie przez bramę na jednym jej końcu, pojawi się natychmiast w najbliższym wolnym miejscy koło drugiego. Bóstwa i inni władcy sfer, mogą blokować możliwość otwierania portali tworzonych tym zaklęciem bezpośrednio w ich obecności lub gdziekolwiek w ich domenie...<br><br>Podręcznik gracza str.214";"Zaklinacz"
"9";"RÓJ METEORYTÓW";" Wywoływanie, 9. krąg";" 1 akcja";" 1,5 kilometra";" W, S";" Natychmiastowy";" W czterech różnych punktach, które widzisz w zasięgu czaru, spadają na ziemię jaśniejące kule ognia. Każda istota znajdująca się w obrębie sfery o promieniu 12m ze środkiem we wskazanym miejscu, musi wykonać rzut obronny na Zręczność. Sfera rozprzestrzenia się za rogi i załomy. Porażka w rzucie obronnym oznacza otrzymanie 20k6 obrażeń od ognia i 20k6 obrażeń obuchowych, a sukces zmniejsza obrażenia o połowę. Istota przebywająca w więcej niż jednym obszarze rażenia, otrzymuje je tylko raz. <br><br>Zaklęcie uszkadza obiekty na obszarze działania i podpala łatwopalne przedmioty, które nie są przez kogoś noszone lub trzymane.";"Zaklinacz"
"9";"SŁOWO MOCY 'GIŃ'";" Uroki, 9. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wypowiadasz słowo mocy, zmuszając istotę, którą widzisz w zasięgu, by natychmiast umarła.<br><br>Jeżeli wybrana istota ma do 100 PW, ginie na miejscu. W przeciwnym wypadku zaklęcie nie przynosi efektu.<br>";"Zaklinacz"
