"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Bard"
"5";"ZMYŁKA";" Iluzje, 5. krąg";" 1 akcja";" Na siebie";" S";" Koncentracja, do 1 godziny";" Stajesz się niewidzialny i w tej samej chwili pojawia się w zajmowanym przez ciebie miejscu twój iluzoryczny sobowtór. Kopia istnieje przez cały czas trwania czaru, ale twoja niewidzialność kończy się, jeśli zaatakujesz lub rzucisz zaklęcie.<br><br>W ramach swojej akcji, możesz przemieścić sobowtóra z maksymalną szybkością równą twojej podwójnej szybkości i sprawić, by gestykulował, mówił i zachowywał się w określony przez ciebie sposób.<br><br> Jesteś w stanie patrzeć i słuchać, korzystając z jego zmysłów, tak jakbyś był w jego miejscu. W ramach akcji dodatkowej w każdej swojej turze możesz przełączać się między zmysłami swoimi a sobowtóra. Gdy używasz jego zmysłów, twoje własne zmysły wzroku i słuchu nie działają.";"Bard"
"6";"KĄŚLIWY WZROK";" Nekromancja, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Twoje oczy stają się czarnymi jak atrament jeziorami pustki nasyconymi straszliwą mocą. Wybrana istota, którą widzisz w obrębie 18 metrów, musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, nakładasz na nią efekt wybrany z poniższych, utrzymujący się do końca trwania czaru. Póki zaklęcie trwa, możesz w każdej swojej akcji podstawowej wybrać kolejną ofiarę, przy czym nie możesz ponownie wskazać istoty, która zdała rzut obronny przeciw aktualnie trwającemu kąśliwemu wzrokowi.<br>*Choroba. Ofiara ma utrudnienie w testach ataku i cech. Pod koniec każdej swojej tury może ponowić rzut obronny na Mądrość, by spróbować wyrwać się spod działania czaru. <br>*Panika.  W każdej swojej turze musi wykonać akcję Sprintu, by jak najbardziej oddalić się od ciebie najbezpieczniejszą i najkrótszą drogą, chyba że nie ma dokąd się poruszyć. Jeśli cel znajduje się w miejscu oddalonym od ciebie co najmniej o 18 metrów, z którego nie będzie mógł cię zobaczyć, efekt ustaje.<br>*Uśpienie. Ofiara pada nieprzytomna. Obudzi się w momencie otrzymania obrażeń albo gdy inna istota w ramach swojej akcji nią potrząśnie.";"Bard"
"6";"MASOWA SUGESTIA";" Uroku, 6. krąg";" 1 akcja";" 18 metrów";" W, M (wężowy język, kawałek plastra miodu lub kropla słodkiego olejku)";" 24 godziny";" Wybierasz do 12 istot, mogących cię usłyszeć i zrozumieć. Wpływasz na ich umysł i w jednym lub dwóch zdaniach sugerujesz im kierunek działań. Istoty odporne na zauroczenia są niepodatne na ten czar. Sugestia musi być sformułowana w taki sposób, by brzmiała rozsądnie. Nie można kazać się zranić. Każdy cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, spełnia twoją sugestię. Możesz określić warunki, w których sugerowane działanie ma być rozpoczęte. Przykładowo, możesz zasugerować grupie żołnierzy, by oddali wszystkie swoje pieniądze pierwszemu żebrakowi, jakiego spotkają. Jeśli w czasie trwania czaru okoliczności nie występują, to działanie nie zostaje podjęte...<br><br>Podręcznik gracza str.235";"Bard"
"6";"NIEODPARTY TANIEC OTTONA";" Uroki, 6. krąg";" 1 akcja";" 9 metrów";" W";" Koncentracja, do 1 minuty";" Wybrane stworzenie, które widzisz w zasięgu, rozpoczyna w miejscu zabawny taniec, powłócząc nogami, stepując i podskakując przez cały czas trwania zaklęcia. Czar nie zadziała na stworzenia odporne na zauroczenia. <br><br>Tańcząca istota zużywa cały swój ruch na taniec, pozostając w miejscu, i ma utrudnienie w rzutach obronnych oraz testach ataku opartych na Zręczności. Inne stworzenia mają ułatwienie w testach ataku przeciwko tańczącemu.<br><br>Aby odzyskać nad sobą kontrolę i zakończyć czar, zauroczona istota musi w ramach swojej akcji wykonać udany rzut obronny na Mądrość.";"Bard"
"6";"OCHRONNE GLIFY";" Odpychanie, 6. krąg";" 10 minut";" Dotyk";" W, S, M (płonące kadzidło, miarka siarki i oliwy, sznurek z węzełkami, odrobina krwi umbrowego kolosa i niewielki srebrny pręt o wartości minimum 10sz)";" 24 godziny";" Ustawiasz zabezpieczenie, którym obejmujesz do 225m kwadratowych posadzki (obszar kwadratu o boku 15m albo 100 kwadratów o boku 1,5m, albo 25 kwadratów o boku 3m). Zabezpieczony obszar może mieć wysokość do 6 metrów i dowolny kształt. Możesz rozciągnąć go na kilka kondygnacji twierdzy, dzieląc między nie maksymalny metraż zabezpieczenia, o ile możesz wejść w każdy z chronionych obszarów w trakcie rzucania czaru. Podczas rzucania zaklęcia możesz określić osoby, które nie uruchomią jednego lub żadnego z wybranych efektów. Możesz także ustalić hasło, które ochroni wymawiającą je osobę przed tymi efektami...<br><br>Podręcznik gracza str.239";"Bard"
"6";"ODNALEZIENIE ŚCIEŻKI";" Wieszczenie, 6. krąg";" 1 minuta";" Na siebie";" W, S, M (zestaw do wróżenia o wartości co najmniej 100sz – np.: kości, pałeczki z kości słoniowej, karty, zęby lub rzeźbione runy oraz przedmiot z miejsca, którego poszukujesz)";" Koncentracja, do 1 dnia";" Ten czar umożliwia ci znalezienie najkrótszej i najprostszej fizycznej drogi do określonej, znanej ci lokacji, położonej w twojej sferze egzystencji. Jeśli jako cel wskażesz miejsce znajdujące się w innej sferze, ruchome (na przykład latającą fortecę) bądź niekonkretne (na przykład ,,leże zielonego smoka), to zaklęcie nie zadziała.<br><br>Póki przebywasz w tej samej sferze egzystencji, co lokacja docelowa, przez cały czas trwania czaru masz świadomość, w jakim kierunku oraz jak daleko leży to miejsce. Gdy w trakcie podroży do niego musisz wybierać drogę, automatyczne wiesz, która jest najkrótsza i najprostsza, choć niekoniecznie najbezpieczniejsza.";"Bard"
"6";"PRAWDZIWE WIDZENIE";" Wieszczenie, 6. krąg";" 1 akcja";" Dotyk";" W, S, M (maść na oczy o wartości 25 sz, sporządzona ze sproszkowanych grzybów, szafranu i tłuszczu, zużywana przez zaklęcie)";" 1 godzina";" Tym czarem zapewniasz dotkniętej, przychylnej istocie umiejętność postrzegania rzeczy takimi, jakimi są w rzeczywistości. Podczas działania zaklęcia, jego cel ma zdolność prawdziwego widzenia, dostrzega magicznie ukryte tajne przejścia i ma wgląd w Sferę Eteryczną na odległość 36 metrów";"Bard"
"6";"ZAPLANOWANA ILUZJA";" Iluzje, 6. krąg";" 1 akcja";" 36 metrów";" W,S,M (odrobina runa i jadeitowy pył o wartości 25 sz)";" Do rozproszenia";" Wywołujesz iluzję obiektu, istoty lub innego widzialnego zjawiska, która aktywuje się w określonych okolicznościach. Iluzja nie może być większa niż sześcian o boku 9 metrów. Określasz sposób jej zachowania i wydawane przez nią dźwięki. Zaplanowane w ten sposób zachowanie może trwać do 5 minut. W momencie zaistnienia wymaganych okoliczności iluzja pojawia się i zachowuje w zaplanowany sposób. Kiedy skończy swoje przedstawienie, znika i pozostaje stanie spoczynku przez 10 minut, po których może się ponownie aktywować. Okoliczności uruchamiające mogą być sformułowane ogólnie lub szczegółowo, choć muszą opierać się na widzialnych lub słyszalnych warunkach, które występują w obrębie 9 metrów od miejsca iluzji. Możesz stworzyć iluzję siebie, by pojawiła się i ostrzegła tych, którzy spróbują otworzyć zabezpieczone pułapką drzwi...<br><br>Podręcznik gracza str.284";"Bard"
"7";"CELA MOCY";" Wywoływanie, 7. krąg";" 1 akcja";" 30 metrów";" W, S, M (rubinowy pył o wartości 1500 sz)";" 1 godzina";" Wokół wybranego obszaru, pojawia się niewidzialna, nieruchoma cela w kształcie sześcianu. Zależnie od twojego wyboru, więzienie może być klatką lub skrzynią. Więzienie w kształcie klatki, ma ściany o długości do 6 metrów i składa się z prętów o średnicy centymetra oddalonych od siebie o centymetr.<br>Więzienie w formie skrzyni, ma ściany o długości do 3 metrów, tworzące zwartą barierę nieprzepuszczalną dla żadnego rodzaju materii i blokującą zaklęcia rzucane do wewnątrz lub z wewnątrz celi. Gdy rzucasz ten czar, każda istota, która przebywa w całości wewnątrz celi, zostaje uwięziona. Stworzenia przebywające częściowo na obszarze czaru albo za duże, by zmieścić się do celi, zostają wypchnięte na zewnątrz. Uwięziona istota nie może wydostać się niemagicznymi sposobami. Jeżeli spróbuje użyć teleportacji lub podróży międzysferalnej, żeby opuścić celę, musi najpierw wykonać udany rzut obronny na Charyzmę. W przypadku niepowodzenia, nie może opuścić celi, a czar lub efekt zostaje zmarnowany. Cela rozciąga się również na Sferę Eteryczną, blokując możliwość ucieczki tą drogą.To zaklęcie nie może zostać zniwelowane rozproszeniem magii.";"Bard"
"7";"ETERYCZNOŚĆ";" Przemiany, 7. krąg";" 1 akcja";" Na siebie";" W, S";" Do 8 godzin";" Wkraczasz na Eteryczne Pogranicze w miejscu przenikania się Sfery Eterycznej ze sferą egzystencji, w której przebywasz. Pozostajesz tam do końca trwania czaru lub do jego zakończenia przy użyciu akcji. Możesz się przemieszczać. Ruch w górę kosztuje Cię podwójnie. Widzisz i słyszysz co się dzieje w twojej sferze egzystencji, ale tylko na 18m i szaro. W Sferze Eterycznej możesz wchodzić w interakcje jedynie z innymi stworzeniami tam przebywającymi. Ignorujesz wszystkie obiekty i efekty spoza Sfery Eterycznej, co pozwala ci na przemieszczanie się przez obiekty znajdujące się w sferze, z której przybyłeś. Kiedy czar się kończy, wracasz do swojej sfery, w miejscu, w którym aktualnie się znajdujesz. Jeśli znajduje się tam w tym czasie jakieś stworzenie lub ciało stałe, zostajesz przeniesiony do wolnego miejsca i za każde przebyte 30cm otrzymujesz 2 obrażenia od mocy. Zaklęcie nie przynosi żadnego efektu, jeśli rzucisz je w Sferze Eterycznej albo takiej, która się z nią nie przenika, np. w jednej ze Sfer Zewnętrznych...<br><br>Podręcznik gracza str.221";"Bard"
"7";"MIECZ MORDENKAINENA";" Wywoływanie, 7. krąg";" 1 akcja";" 18 metrów";" W, S, M (miniaturowy platynowy miecz z rękojeścią i głowicą z miedzi i cynku o wartości 250 sz)";" Koncentracja, do 1 minuty";" Tworzysz z magicznej energii dwuwymiarowy miecz, który unosi się w zasięgu czaru przez czas jego trwania.<br><br>Gdy miecz się pojawi, wykonujesz atak wręcz czarem przeciwko wybranej istocie znajdującej się do 1,5 metra od niego.<br><br>Przy trafieniu, zadaje 3k10 obrażeń od mocy.<br><br>Podczas trwania czaru możesz w każdej swojej turze w ramach akcji dodatkowej, przemieścić miecz na odległość do 6 metrów w miejsce, które widzisz, i przeprowadzić kolejny atak na ten sam lub nowy cel.";"Bard"
"7";"MIRAŻ";" Iluzje, 7. krąg";" 10 minut";" Wzroku";" W, S";" 10 dni";" Sprawiasz, że teren na obszarze nie większym niż kwadrat o boku 1,5 km w wyglądzie, brzmieniu, zapachu, a nawet dotyku, robi wrażenie terenu innego rodzaju. Pole albo droga mogą wydać się bagniskiem, wzgórzem, rozpadliną lub innym trudnym albo wręcz nieprzebytym terenem. Staw możesz skryć pod iluzją wonnej łąki, przepaść pokazać jako łagodny stok, skalisty wąwóz może zostać szeroką i równą drogą. W ten sam sposób możesz zmieniać wygląd budynków, lub stworzyć ich iluzje tam, gdzie ich nie było. Zaklęciem tym jednak nie możesz zmienić, ukryć ani dodać żadnych stworzeń.<br><br>Iluzja oszukuje słuch, wzrok, dotyk i węch, dlatego może zmienić zwyczajną okolicę w trudny teren (i odwrotnie), bądź w inny sposób spowolnić podróż po nim. Elementy iluzorycznego terenu (jak kamień czy patyk) natychmiast znikają, jeśli usunie się je z obszaru działania czaru.<br><br>Istota ze zdolnością prawdziwego widzenia potrafi przejrzeć iluzję i widzi prawdziwy teren, lecz wszystkie pozostałe iluzoryczne wrażenia pozostają w mocy, zatem mimo świadomości iluzji, taka istota nadal może fizycznie wchodzić z nią w interakcje.";"Bard"
"7";"PROJEKCJA OBRAZU";" Iluzje, 7. krąg";" 1 akcja";" 750 kilometrów";" W, S, M (mała kopia ciebie wykonana z materiałów o wartości co najmniej 5 sz)";" Koncentracje, do 1 dnia";" Tworzysz iluzoryczną kopię samego siebie, która pojawia się w zasięgu czaru. Iluzja wygląda i brzmi jak ty, ale jest niematerialna. Znika w momencie otrzymania obrażeń. W ramach swojej akcji możesz przemieścić tę iluzję z szybkością nie większą niż twoja podwójna prędkość, a także sprawić, że będzie mówić, gestykulować i zachowywać się wedle twojego uznania. Pozostaje twoim wiernym odbiciem.<br><br>Możesz patrzeć jej oczyma i słuchać jej uszami, jakbyś przebywał na jej miejscu. W ramach akcji dodatkowej w swojej turze, możesz przełączać się między jej zmysłami a swoimi i z powrotem. Gdy używasz jej zmysłów, jesteś oślepiony i ogłuchły względem swojego otoczenia...<br><br>Podręcznik gracza str.252";"Bard"
"7";"REGENERACJA";" Przemiany, 7. krąg";" 1 minuta";" Dotyk";" W, S, M (młynek modlitewny i woda święcona)";" 1 godzina";" Dotykasz wybranej istoty i pobudzasz jej naturalne zdolności regeneracyjne. Cel czaru odzyskuje 4k8 + 15 PW. Przez cały czas działania zaklęcia, na początku każdej swojej tury odzyskuje 1 PW (10 na minutę).<br><br>Utracone części ciała (palce, noga, ogon itp.) odrastają po dwóch minutach. Jeśli posiadasz odciętą część ciała i przyłożysz ją do kikuta, to dzięki zaklęciu, natychmiast przyrośnie z powrotem.";"Bard"
"7";"SYMBOL";" Odpychanie, 7. krąg";" 1 minuta";" Dotyk";" W, S, M (rtęć, fosfor oraz sproszkowany diament i opal o łącznej wartości co najmniej 1000 sz, zużywane)";" Do rozproszenia lub uruchomienia";" Kreślisz glif pokrywający powierzchnię o średnicy do 3m. Obiekt lub przedmiot z glifem nie może być przemieszczony. Wykrycie glifu wymaga udanego testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Określasz, w jakich okolicznościach glif zostaje uruchomiony. Wybierasz jeden z poniższych efektów.<br>Po uruchomieniu glif rozbłyska przez 10 minut, wypełniając słabym światłem sferę o promieniu 18m, po czym działanie czaru się kończy. Jego efekt obejmuje każdą istotę przebywającą w tym obszarze podczas uruchomienia glifu oraz każdą wchodzącą na ten obszar po raz pierwszy w swojej turze, lub kończącą tam swoją turę.<br><br>Dostępne efekty: beznadzieja, ból, konflikt, obłęd, ogłuszenie, strach, śmierć, uśpienie (dokładny opis na str. 267).";"Bard"
"7";"TELEPORTACJA";" Przywoływanie, 7. krąg";" 1 akcja";" 3 metry";" W";" Natychmiastowy";" Ten czar natychmiast przenosi ciebie i do ośmiu<br>przychylnych stworzeń, które widzisz w zasięgu czaru, w wybrane przez ciebie miejsce docelowe. Jeśli wskażesz obiekt jako cel zaklęcia, musi on mieścić się w sześcianie o boku 3 metrów i nie może być trzymany ani noszony przez nieprzychylną istotę. <br><br>Miejsce docelowe musi być ci znane i położone w tej samej sferze egzystencji. Stopień znajomości tego miejsca wpływa na szansę udanego dotarcia do celu.<br><br>MP rzuca k100 i sprawdza wynik w tabeli na str. 273.";"Bard"
"7";"WSPANIAŁA POSIADŁOŚĆ MORDENKAINENA";" Przywoływanie, 7. krąg";" 1 minuta";" 90 metrów";" W, S, M (miniaturowy portal z kości słoniowej, kawałek marmuru, srebrna łyżka – każde warte co najmniej 5sz)";" 24 godziny";" Wyczarowujesz pozawymiarową siedzibę. Wybierasz miejsce wejścia. Połyskujący portal ma 1,5m szerokości i 3m wysokości. Póki jest otwarty, do posiadłości możesz wejść ty i istoty wskazane podczas rzucania zaklęcia. Możesz zamykać i otwierać portal, gdy znajdujesz się do 9m od niego. Zamknięty jest niewidzialny. Przestrzeń posiadłości nie może przekroczyć 50 sześcianów o boku 3m. Możesz ją dowolnie rozplanować i urządzić. Zawiera pożywienie wystarczające do tego, by urządzić<br>bankiet złożony z 9 dań dla 100 osób...<br><br>Podręcznik gracza str.280";"Bard"
"7";"ZMARTWYCHWSTANIE";" Nekromancja, 7. krąg";" 1 godzina";" Dotyk";" W, S, M (diament o wartości co najmniej 1000sz, zużywany)";" Natychmiastowy";" Dotykasz istoty zmarłej nie dawniej niż 100 lat temu z powodów innych niż starość i niebędącej nieumarłym. Jeżeli jej dusza jest wolna i chętna, to powraca do ciała, a istota zostaje przywrócona do życia z pełną pulą swoich PW. Zaklęcie neutralizuje wszystkie trucizny i leczy zwykłe choroby, które nękały wskrzeszaną istotę w momencie jej śmierci. Nie usuwa jednak magicznych chorób, klątw i podobnych efektów, jeśli nie zostaną one wcześniej usunięte, zaczynają działać od razu po wskrzeszeniu.<br>Czar zamyka również wszystkie śmiertelne rany i przywraca utracone części ciała.<br><br>Powrót zza grobu to droga przez mękę. Wskrzeszona osoba ma karę -4 do wszystkich testów ataku, rzutów obronnych i testów cech, Po każdym ukończeniu długiego odpoczynku, kara ta zmniejsza się o 1, aż do całkowitego zniknięcia...<br><br>Podręcznik gracz str.286";"Bard"
"8";"CZYSTY UMYSŁ";" Odpychanie, 8. krąg";" 1 akcja";" Dotyk";" W, S";" 24 godziny";" Pod twoim dotknięciem przychylna istota staje się niepodatna na obrażenia psychiczne, próby wykrycia emocji lub czytania myśli, magię wieszczenia oraz zauroczenie. <br><br>Czarem tym powstrzymujesz nawet zaklęcie Życzenie oraz inne zaklęcia i efekty o podobnej mocy, jeśli użyto ich do wpłynięcia na umysł chronionej czarem istoty albo do zdobycia informacji na jej temat.";"Bard"
"8";"DOMINACJA NAD POTWOREM";" Uroki, 8. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 godziny";" Jeśli stworzenie, które widzisz w zasięgu, nie zda rzutu obronnego na Mądrość, zostanie zauroczone. Ma ułatwienie, jeśli akurat walczyło z tobą lub twoimi sojusznikami. Gdy cel jest zauroczony, łączy was telepatyczna więź, dopóki przebywacie w tej samej sferze egzystencji. Będąc przytomnym, możesz dzięki tej więzi bez użycia akcji, wydawać telepatyczne polecenia zauroczonemu stworzeniu. Możesz posłużyć się prostym i ogólnym rozkazem, np. „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli stworzenie po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad zauroczonym stworzeniem całkowitą kontrolę. Do końca twojej następnej tury, będzie ono wówczas wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone stworzenie otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 9. kręgu, wydłużasz maksymalny czas trwania do 8 godzin (przy koncentracji).";"Bard"
"8";"ELOKWENCJA";" Przemiany, 8. krąg";" 1 akcja";" Na siebie";" W";" 1 godzina";" W trakcie działania czaru możesz podczas testów Charyzmy możesz zamienić wynik rzutu na 15. Ponadto, niezależnie od tego, co mówisz, magia służąca do określania prawdomówności <br>wskazuje, że mówisz prawdę.";"Bard"
"8";"OSŁABIENIE UMYSŁU";" Uroki, 8. krąg";" 1 akcja";" 45 metrów";" W, S, M (garść kulek z gliny, kryształu, szkła lub minerałów)";" Natychmiastowy";" Uderzasz w umysł istoty, którą widzisz w zasięgu czaru, próbując rozbić w pył jej intelekt i osobowość. Cel otrzymuje 4k6 obrażeń psychicznych i musi wykonać rzut obronny na<br>Inteligencję. <br><br>W przypadku niepowodzenia jego Inteligencja i Charyzma przyjmują wartość 1. W tym stanie cel nie może rzucać zaklęć i aktywować magicznych przedmiotów. Nie rozumie języków i nie potrafi porozumieć się w zrozumiały sposób, ale rozpoznaje swoich przyjaciół i jest w stanie za nimi podążać, a nawet ich bronić.<br><br>Na koniec każdych 30 dni cel zaklęcia może ponowić rzut obronny. W przypadku powodzenia, zaklęcie się kończy. Czar można również zakończyć przy pomocy większego przywrócenia, uleczenia lub życzenia.";"Bard"
"8";"SŁOWO MOCY 'STÓJ'";" Uroki, 8. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wypowiadasz słowo mocy przytłaczające umysł istoty, którą widzisz w zasięgu czaru, i wprawiasz ją w osłupienie. Jeżeli ma do 150 PW, zostaje ogłuszona. W przeciwnym wypadku zaklęcie nie przynosi efektu.<br><br>Ogłuszona istota pod koniec każdej swojej tury wykonuje rzut obronny na Kondycję. Sukces wyzwala ją z efektu ogłuszenia.";"Bard"
"9";"PRAWDZIWA POLIMORFIA";" Przemiany, 9. krąg";" 1 akcja";" 9 metrów";" W, S, M (kropla rtęci, łyżka gumy arabskiej i smużka dymu)";" Koncentracja, do 1 godziny";" Wybierz jedną istotę lub jeden niemagiczny obiekt (musi mieć powyżej 0 PW), który widzisz w zasięgu czaru. Przekształcasz istotę w inną istotę, istotę w niemagiczny obiekt, albo obiekt w istotę (nie może on być jednak noszony ani trzymany przez inne stworzenie). Przemiana trwa przez cały czas działania czaru, albo do chwili, w której cel umrze lub jego PW spadną do 0. Jeżeli koncentrujesz się przez pełną godzinę, to  przemiana się utrwala i zakończy się w momencie rozproszenia czaru. <br><br>Zaklęcie nie działa na zmiennokształtnych i na istoty mające 0 punktów wytrzymałości. Istota opierająca się zaklęciu musi wykonać udany rzut obronny na Mądrość. Możliwe przekształcenia (dokładny opis na str. 250):<br>*Istota w istotę.<br>*Obiekt w istotę.<br>*Istota w obiekt.";"Bard"
"9";"PROFETYZM";" Wieszczenie, 9. krąg";" 1 minuta";" Dotyk";" W, S, M (pióro kolibra)";" 8 godzin";" Dotykasz przychylnej istoty i obdarzasz ją ograniczoną zdolnością spoglądania w najbliższą przyszłość. Przez czas trwania czaru nie będzie można jej zaskoczyć i będzie miała ułatwienie w testach ataku, w testach cech i w rzutach obronnych. Ponadto, przez ten czas inni będą mieli utrudnienie w testach ataku przeciwko niej.<br><br>Zaklęcie kończy się natychmiast, jeśli przed jego<br>wygaśnięciem rzucisz je ponownie.";"Bard"
"9";"SŁOWO MOCY 'GIŃ'";" Uroki, 9. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wypowiadasz słowo mocy, zmuszając istotę, którą widzisz w zasięgu, by natychmiast umarła.<br><br>Jeżeli wybrana istota ma do 100 PW, ginie na miejscu. W przeciwnym wypadku zaklęcie nie przynosi efektu.<br>";"Bard"
"9";"SŁOWO MOCY 'ULECZ'";" Wywoływanie, 9. krąg";" 1 akcja";" Dotyk";" W, S";" Natychmiastowy";" Dotkniętą przez ciebie istotę, zalewa fala uzdrawiającej energii. Cel zaklęcia odzyskuje wszystkie PW. <br><br>Jeśli był ogłuszony, przerażony, sparaliżowany lub zauroczony, to zostaje uwolniony spod działania tych efektów.<br><br>Jeżeli był powalony, to może wstać w ramach swojej reakcji.<br><br>Zaklęcie nie działa na nieumarłych i konstrukty.";"Bard"
"0";"GRZMOT";" Wywoływanie, sztuczka";" 1 akcja";" 1,5 metry";" S";" Natychmiastowy";" Tworzysz odgłos gromu słyszalny z odległości 30 metrów. Każde stworzenie znajdujące się w zasięgu czaru  (oprócz ciebie) musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od dźwięku.<br><br>Obrażenia z tego zaklęcia zwiększają się o lk6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6)i 17. poziom (do 4k6).";"Bard (XGE)"
"1";"WSTRZĄS ZIEMI";" Wywoływanie, 1. krąg";" 1 akcja";" 3 metry";" W, S";" Natychmiastowy";" Wywołujesz wstrząs ziemi W obrębie zasięgu czaru. Każde stworzenie (oprócz ciebie) znajdujące się na tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 1k6 obrażeń obuchowych i zostaje powalone. Jeśli obszar ten pokryty jest luźną ziemią lub kamieniami, staje się trudnym terenem, dopóki nie zostanie uprzątnięty. Ręczne oczyszczenie każdego 1,5-metrowego fragmentu wymaga co najmniej 1 minuty.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k6.";"Bard (XGE)"
"2";"OCHRONNY WIATR";" Wywoływanie 2. krąg";" 1 akcja";" Na siebie";" W";" Koncentracja, do 10 minut";" Otacza cię silny wiatr (30 kilometrów na godzinę) wiejący w obrębie 3 metrów wokół ciebie, wyśrodkowany na tobie i przemieszczający się wraz z tobą. Wiatr utrzymuje się przez czas trwania czaru. <br><br>Wiatr wywołuje następujące efekty:<br>-Powoduje, że stworzenia w tym obszarze (łącznie z tobą)<br>-Gasi w tym obszarze niechronione płomienie wielkości pochodni lub mniejsze.<br>-Odpycha parę, gaz i mgłę, które mogą zostać rozwiane przez silny Wiatr.<br>- Obszar ten stanowi trudny teren dla wszystkich stworzeń oprócz ciebie.<br>- Testy ataków dystansowych bronią są wykonywane z utrudnieniem, jeśli taki atak przechodzi przez";"Bard (XGE)"
"2";"PIROTECHNIKA";" Przemiany, 2. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wybierasz obszar niemagicznego płomienia, który widzisz w zasięgu czaru i który mieści się w sześcianie o boku 1,5 metra. Możesz zgasić ogień w tym obszarze i odpalić przy tym fajerwerki lub stworzyć chmurę dymu.<br><br> Dym. Czarny dym rozprzestrzenia się w promieniu 6 metrów od celu, sięgając za załomy. Obszar ten jest pozbawiony widoczności. Efekt trwa przez 1 minutę lub do momentu rozwiania dymu przez silny wiatr. <br><br>Fajerwerki. Cel wybucha oszałamiającą feerią kolorów. Każde stworzenie znajdujące się w obrębie 3 metrów od celu musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia zostaje oślepione do końca twojej następnej tury.";"Bard (XGE)"
"2";"PISANIE NA NIEBIE";" Przemiany, 2. krąg (rytuał)";" 1 akcja";" Wzroku";" W, S";" Koncentracja, do 1 godziny";" Powodujesz pojawienie się do dziesięciu słów na części nieba, którą widzisz. Wyglądają na wykonane z chmur i pozostają w jednym miejscu przez czas trwania czaru. Słowa znikają, gdy zaklęcie dobiega końca. Silny wiatr może rozwiać chmury i szybciej zakończyć efekt.";"Bard (XGE)"
"3";"DRZEMKA";" Uroki, 3. krąg";" 1 akcja";" 9 metrów";" S, M (szczypta piasku)";" 10 minut";" Wykonujesz uspokajający gest i wybierasz do trzech przychylnych stworzeń, które widzisz W zasięgu czaru. Padają one nieprzytomne na czas trwania zaklęcia. Jeśli cel otrzyma obrażenia lub ktoś w ramach akcji obudzi go uderzeniem lub potrząśnięciem, to czar zakończy się dla niego przedwcześnie. Jeśli cel będzie nieprzytomny przez cały czas trwania czaru, to otrzymuje korzyści równoważne z odbyciem krótkiego odpoczynku i nie może zostać ponownie objęty działaniem tego zaklęcia, dopóki nie ukończy długiego odpoczynku.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. możesz objąć czarem jedno dodatkowe przychylne  stworzenie.";"Bard (XGE)"
