"0";"NAPRAWA";" Przemiany, sztuczka";" 1 minuta";" Dotyk";" W, S, M (dwa magnetyty)";" Natychmiastowy";" Czar naprawia pojedyncze uszkodzenie lub rozdarcie dotkniętego przedmiotu, np.: pęknięte ogniwo łańcucha, złamany na pół klucz, rozdarty płaszcz czy cieknący bukłak. Naprawiasz usterki, nie pozostawiając po nich śladu, o ile żaden z wymiarów uszkodzenia lub rozdarcia nie przekracza 30cm.<br><br>Przy pomocy tego czaru, możesz fizycznie naprawić magiczny przedmiot lub konstrukt, jednak nie przywracasz mu magicznego działania.";"Kleryk"
"9";"PROJEKCJA ASTRALNA";" Nekromancja, 9. krąg";" 1 godzina";" 3 metry";" W, S, M (jacynt o wartości co najmniej 1000sz oraz sztabka srebra o wartości co najmniej 100sz – na 1 istotę)";" Specjalny";" Ty i do ośmiu przychylnych ci istot przenosicie swoje ciała astralne do Sfery Astralnej. Zostawiasz swoje ciało fizyczne nieprzytomne, w stanie zawieszonych czynności życiowych. Za twoim ciałem astralnym ciągnie się spomiędzy łopatek srebrzysty sznur, łączący cię z twoim fizycznym ciałem i znikający w przestrzeni za tobą. Dzięki niemu, możesz odnaleźć drogę do domu, jeśli zostanie przerwany-umierasz.<br>Twoja forma astralna może swobodnie przechodzić przez portale do innych sfer. To odrębne wcielenie-obrażenia lub cokolwiek innego, nie mają wpływu na twoją fizyczną formę...<br><br>Podręcznik gracza str.251";"Kleryk"
"1";"CHMURA MGŁY (Burza)";" Przywoływanie, 1. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 godziny";" Przywołujesz kulistą chmurę mgły o promieniu 6m, której środek znajduje się w zasięgu zaklęcia. Mgła rozprzestrzenia się wokół rogów i załomów, a jej obszar jest pozbawiony widoczności. Chmura utrzymuje się do wygaśnięcia czaru, choć wcześniej może ją też rozwiać wiatr o umiarkowanej lub większej prędkości (co najmniej 15km/h).<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1., zwiększasz promień chmury o 6 metrów.";"Kleryk"
"1";"FALA GROMU (Burza)";" Wywoływanie, 1. krąg";" 1 akcja";" Na siebie (sześcian o boku 4,5 metra)";" W, S";" Natychmiastowy";" Uwalniasz falę ogłuszającej mocy.<br><br>W przestrzeni o kształcie wychodzącego od ciebie sześcianu o boku 4,5m, wszystkie istoty muszą wykonać rzut obronny na Kondycję.<br><br>W przypadku niepowodzenia, otrzymują po 2k8 obrażeń od dźwięku i zostają odepchnięte o 3m od ciebie. Po udanym rzucie, otrzymują połowę obrażeń i nie zostają odepchnięte.<br><br>Ponadto, niezabezpieczone przedmioty znajdujące się w całości na obszarze działania czaru zostają automatycznie odepchnięte o 3 metry od ciebie, a zaklęcie wywołuje ogłaszający huk słyszalny z odległości 90 metrów.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz obrażenia o 1k8.";"Kleryk"
"2";"PORYW WIATRU (Burza)";" Wywoływanie, 2. krąg";" 1 akcja";" Na siebie (prosta o długości 18 metrów)";" W, S, M (nasiono ze strąka)";" Koncentracja, do 1 minuty";" Wywołujesz podmuch silnego wiatru, który wieje od ciebie w wybranym kierunku, tworząc prostą o długości 18 metrów i szerokości 3 metrów. Wiatr wieje przez cały czas działania czaru. Każda istota rozpoczynająca swoją turę w jego obszarze, musi wykonać rzut obronny na Siłę, W przypadku niepowodzenia, zostanie odepchnięta od ciebie o 4,5 metra zgodnie z kierunkiem wiatru. Istoty znajdujące się w obszarze czaru i próbujące się do ciebie zbliżyć, muszą zużyć dodatkowy metr szybkości za każdy przebyty metr. Wiatr rozwiewa gaz i opary, a także gasi świece, pochodnie i podobne niechronione płomienie na swoim obszarze. Sprawia, że chroniony płomień (na przykład latarni) pełga niespokojnie i ma 50% szansy na to, że zgaśnie. Podczas trwania czaru w ramach akcji dodatkowej w swojej turze, możesz zmienić kierunek, w którym wieje od ciebie wiatr.";"Kleryk"
"2";"TRZASK (Burza)";" Wywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (odłamek miki)";" Natychmiastowy";" Z punktu, który widzisz w zasięgu czaru, dobywa się nagły, głośny i boleśnie intensywny dźwięk. Każda istota znajdująca się w obrębie strefy o promieniu 3m wokół tego punktu, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 3k8 obrażeń od dźwięku. Udany rzut zmniejsza obrażenia o połowę. Stworzenia z materii nieorganicznej, takiej jak kamień, kryształ lub metal, mają w tym rzucie utrudnienie. Obrażenia otrzymują również znajdujące się w zasięgu czaru niemagiczne obiekty, które ni są noszone lub trzymane. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2., zwiększasz zadawane obrażenia o 1k8.";"Kleryk"
"3";"ŚNIEŻYCA (Burza)";" Przywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (szczypta pyłu lub kilka krople wody)";" Koncentracja (do 1 minuty)";" Marznący deszcz ze śniegiem pada podczas działania czaru na obszarze w kształcie cylindra o wysokości 6 metrów i promieniu 12 metrów, z punktem wyjścia we wskazanym miejscu w zasięgu czaru. Tworzy obszar pozbawiony<br>widoczności i gasi nieosłonięte płomienie.<br><br>Ziemia na obszarze czaru pokrywa się mokrym lodem, czyniącym z niej trudny teren. Stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze, lub rozpoczynające na nim swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, zostaje powalone.<br><br>Istota rozpoczynająca swoją turę w obszarze objętym śnieżycą i koncentrująca się na zaklęciu, musi wykonać rzut obronny na Kondycję o ST rzutu obronnego przeciw twoim czarom. W przypadku niepowodzenia traci koncentrację.";"Kleryk"
"3";"WEZWANIE BŁYSKAWICY (Burza)";" Przywoływanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";" W punkcie, który widzisz w zasięgu czaru bezpośrednio nad sobą, przywołujesz burzową chmurę w kształcie walca o wysokości 3 metrów i promieniu 18 metrów. Zaklęcie nie udaje się, jeżeli nie możesz zobaczyć punktu, w którym powinna pojawić się chmura (np. przebywasz w zbyt małym pomieszczeniu). Gdy rzucasz zaklęcie, wybierasz punkt znajdujący się pod chmurą, który widzisz. Z chmury wylatuje piorun i uderza w wybrane miejsce. Każda istota znajdująca się do 1,5 metra od niego, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 3k10 obrażeń od elektryczności. Udany rzut zmniejsza obrażenia o połowę. W każdej ze swoich tur do końca działania czaru, możesz wykorzystać swoją akcję, by ponownie wezwać błyskawicę i uderzyć ten sam lub inny punkt. Gdy rzucasz to zaklęcie, przebywając na zewnątrz przy burzowej pogodzie, możesz przejąć kontrolę nad istniejącą burzą, zamiast wywoływać nową. W takim wypadku, obrażenia z tego zaklęcia wzrastają o 1k10. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz zadawane obrażenia o 1k10.";"Kleryk"
"4";"BURZA LODU (Burza)";" Wywoływanie, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (szczypta pyłu i kilka kropli wody)";" Natychmiastowy";" W ziemię uderzają twarde jak skała lodowe odłamki. Gradobicie ma kształt walca o promieniu 6 metrów i wysokości 12 metrów, którego punkt wyjścia znajduje się w zasięgu czaru.<br><br>Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k8 obrażeń obuchowych i 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Do końca twojej następnej tury, grad zmienia obszar działania czaru w trudny teren.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia obuchowe o 1k8.";"Kleryk"
"4";"KONTROLA WODY (Burza)";" Przemiany, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (kropla wody, szczypta pyłu)";" Koncentracja, do 10 minut";" Kontrolujesz zbiornik wody mieszczący się w obrębie sześcianu o boku 30m. Wybierasz jeden efekt, w ramach akcji w swojej turze możesz go powtórzyć, albo wybrać inny.<br>*Powódź. <br>*Rozdzielenie wód. <br>*Zawrócenie biegu. <br>*Wir. <br><br>Dokładne działanie tej opcji, opisane na stronie 227.";"Kleryk"
"5";"FALA ZNISZCZENIA (Burza)";" Wywoływanie, 5. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 9 metrów)";" W";" Natychmiastowy";" Uderzasz w ziemię, tworząc wybuch boskiej energii rozchodzącej się falą we wszystkich kierunkach.<br><br>Istoty, które wskażesz w obrębie 9 metrów od siebie, muszą wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymują 5k6 obrażeń nekrotycznych lub od światłości (twój wybór) i zostają powalone. <br><br>Po udanym rzucie, otrzymują połowę obrażeń i pozostają na nogach.";"Kleryk"
"5";"PLAGA OWADÓW (Burza)";" Przywoływanie, 5. krąg";" 1 akcja";" 90 metrów";" W, S, M (kilka kryształków cukru, ziaren zboża,trochę tłuszczu)";" Koncentracja, do 10 minut";" Chmara wygłodniałej szarańczy kotłuje się, wypełniając sferę o promieniu 6m, z punktem wyjścia wskazanym przez ciebie w zasięgu czaru. Sfera rozprzestrzenia się za rogi i załomy. Szarańcza pozostaje w niej przez czas działania czaru, tworząc trudny teren o ograniczonej widoczności.<br><br>W momencie pojawiania się chmary szarańczy, każda znajdująca się w jej obrębie istota, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 4k10 obrażeń kłutych. Udany rzut obronny zmniejsza obrażenia o połowę. Rzut obronny musi także wykonać każde stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze lub kończące w nim swoją turę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krągpowyżej 5. zwiększasz zadawane obrażenia o 1k10.";"Kleryk"
"1";"PRZYJACIEL ZWIERZĄT (Natura)";" Uroki, 1. krąg";" 1 akcja";" 9 metrów";" W, S, M (odrobina jedzenia)";" 2 godziny";" Przy pomocy tego czaru możesz przekonać zwierzę, że nie stanowisz dla niego zagrożenia. Wybierz bestię, którą widzisz w zasięgu czaru, i która widzi i słyszy ciebie. Jeśli jej Inteligencja wynosi 4 lub więcej, zaklęcie się nie udaje. W przeciwnym wypadku, zwierzę musi wykonać udany rzut obronny na Mądrość, albo zostanie przez ciebie zauroczone na czas trwania czaru. Jeżeli ty lub ktoś z twoich sojuszników skrzywdzi to zwierzę, czar się skończy.<br><br>Na wyższych kręgach. Jeśli rzucasz tej czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć czarem dodatkowe zwierzę. ";"Kleryk"
"1";"ROZMAWIANIE ZE ZWIERZĘTAMI (Natura)";" Wieszczenie, 1. krąg (rytuał)";" 1 akcja";" Na siebie";" W, S";" Do 10 minut";" Na czas trwania czaru, zyskujesz zdolność rozumienia bestii i słownej komunikacji z nimi. Wiedza i świadomość wielu zwierząt jest ograniczona ich poziomem Inteligencji, ale w najgorszym przypadku, możesz od nich zdobyć informacje o pobliskich miejscach i potworach, włączając informacje o tym, co zwierzę postrzega obecnie lub czego doświadczyło poprzedniego dnia.<br><br>Za zgodą MP możesz nakłonić zwierzę do wyświadczenia ci niewielkiej przysługi.";"Kleryk"
"2";"KOROWA SKÓRA (Natura)";" Przemiany, 2. krąg";" 1 akcja";" Dotyk";" W, S, M (garść dębowej kory)";" Koncentracja, do 1 godziny";" Dotykasz przychylnej istoty.<br><br>Do końca trwania czaru, jej skóra nabiera wyglądu szorstkiej kory, a jej KP nie może być mniejsze od 16, niezależnie od tego, jaki typ pancerza nosi.";"Kleryk"
"2";"WZROST KOLCÓW (Natura)";" Przemiany, 2. krąg";" 1 akcja";" 45 metrów";" W, S, M (siedem ostrych cierni lub małych, zaostrzonych gałązek)";" Koncentracja, do 10 minut";" Ziemia w promieniu 6m wokół punktu wskazanego w zasięgu czaru, pokrywa się twardymi kolcami i cierniami. Obszar objęty czarem, na ten czas jego trwania, staje się trudnym terenem.<br><br>Poruszające się po niej istoty otrzymują 2k4 obrażeń kłutych za każde 1,5m przebytej odległości.<br><br>Przemiana ziemi jest zakamuflowana tak, by jej powierzchnia wyglądała naturalnie. Wszystkie stworzenia, które nie widzą obszaru w momencie rzucania czaru, przed wkroczeniem do niego muszą wykonać udany test Mądrości (Percepcja) o ST rzutu obronnego przeciw twoim czarom, by rozpoznać teren jako niebezpieczny.";"Kleryk"
"3";"ROZROST ROŚLIN (Natura)";" Przemiany, 3. krąg";" 1 akcja lub 8 godzin";" 45 metrów";" W, S";" Natychmiastowy";" Przy pomocy tego zaklęcia, wzmagasz siły życiowe roślinności na określonym obszarze. Możesz to zrobić na dwa sposoby, zapewniając jej natychmiastowe lub długoterminowe korzyści.<br>Jeśli rzucasz to zaklęcie, używając pojedynczej akcji podstawowej, wybierz punkt w jego zasięgu. Zwyczajna roślinność w promieniu 30 metrów od niego, stanie się wybujała i przerośnięta. Stworzenia podróżujące przez ten obszar, muszą zużyć 4 metry szybkości, by przemieścić się o 1 metr. <br><br>W obrębie obszaru obejmowanego zaklęciem, możesz wskazać dowolnego rozmiaru strefy, które wyłączasz spod jego działania.<br><br>Jeżeli rzucasz to zaklęcie przez 8 godzin, użyźniasz ziemię w okolicy. Roślinność w promieniu 750 metrów od wskazanego<br>punktu w zasięgu czaru, zostaje na 1 rok wyjątkowo odżywione. Podczas zbiorów, wyda dwa razy większe plony niż zwykle.";"Kleryk"
"3";"ŚCIANA WICHRU (Natura)";" Wywoływanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (malutki wachlarz i egzotyczne pióro)";" Koncentracja, do 1 minuty";" Ze wskazanego miejsca na ziemi, położonego w zasięgu czaru, bucha ściana silnego wiatru. Możesz nadać jej wymiary do 15 metrów długości, do 4,5 metra wysokości i 30 centymetrów grubości oraz dowolnie ją ukształtować, o ile stworzy ciągłą<br>linię na poziomie gruntu. Ściana utrzymuje się przez cały czas działania zaklęcia. <br>Gdy ściana się pojawia, wszystkie stworzenia przebywające na jej obszarze muszą wykonać rzut obronny na Siłę. W przypadku niepowodzenia, otrzymują 3k8 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. <br><br>Silny wiatr odpycha mgłę, dym i gaz. Małe i mniejsze latające istoty lub obiekty, nie mogą przedostać się przez ścianę. Luźne, lekkie rzeczy dostające się w obszar wiatru zostają porwane ku górze. Wystrzelone przez ścianę strzały, bełty i inne zwyczajne pociski, zostają odbite ku górze i automatycznie chybiają. (Nie dotyczy to głazów miotanych przez olbrzymy lub machiny oblężnicze oraz podobnych pocisków). Przez ścianę nie mogą przedostać się istoty w formie gazowej.";"Kleryk"
"4";"CHWYTNE PNĄCZE (Natura)";" Przywoływanie, 4. krąg";" 1 akcja dodatkowa";" 9 metrów";" W, S";" Koncentracja, do 1 minuty";" Przywołujesz pnącze wyrastające z podłoża w wybranym wolnym miejscu, które widzisz w zasięgu czaru. Następnie możesz rozkazać mu, by rzuciło się na widoczną dla ciebie istotę w obrębie 9 metrów od niego. Cel musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, pnącze przyciąga go o 6 metrów do siebie.<br><br>W czasie trwania czaru możesz w każdej swojej turze w ramach akcji dodatkowej nakazać pnączu zaatakowanie tej samej lub innej istoty.";"Kleryk"
"4";"DOMINACJA NAD BESTIĄ (Natura)";" Uroki, 4. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Jeśli bestia nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonemu zwierzęciu. Możesz posłużyć się prostym i ogólnym rozkazem, takim jak: ,,Zaatakuj go, ,,Pobiegnij tam'' czy ,,Przynieś tamten przedmiot. Jeśli zwierzę po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad, zauroczonym zwierzęciem całkowitą kontrolę. Do końca twojej następnej tury, będzie wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone zwierzę otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę 5. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 1 godziny, a wykorzystując komórkę kręgu 7. lub wyższego - do 8 godzin (przy koncentracji).";"Kleryk"
"5";"PLAGA OWADÓW (Natura)";" Przywoływanie, 5. krąg";" 1 akcja";" 90 metrów";" W, S, M (kilka kryształków cukru, ziaren zboża,trochę tłuszczu)";" Koncentracja, do 10 minut";" Chmara wygłodniałej szarańczy kotłuje się, wypełniając sferę o promieniu 6m, z punktem wyjścia wskazanym przez ciebie w zasięgu czaru. Sfera rozprzestrzenia się za rogi i załomy. Szarańcza pozostaje w niej przez czas działania czaru, tworząc trudny teren o ograniczonej widoczności.<br><br>W momencie pojawiania się chmary szarańczy, każda znajdująca się w jej obrębie istota, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 4k10 obrażeń kłutych. Udany rzut obronny zmniejsza obrażenia o połowę. Rzut obronny musi także wykonać każde stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze lub kończące w nim swoją turę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krągpowyżej 5. zwiększasz zadawane obrażenia o 1k10.";"Kleryk"
"5";"SPACER MIĘDZY DRZEWAMI (Natura)";" Przywoływanie, 5. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Zyskujesz możliwość wejścia w drzewo i przemieszczenia z niego do wnętrza innego drzewa tego samego gatunku, rosnącego nie dalej niż 150 metrów. Oba drzewa muszą być żywe i co najmniej twojego rozmiaru.<br><br>Aby wejść do drzewa, musisz wykorzystać 1,5 metra ruchu. Automatycznie poznajesz umiejscowienie wszystkich innych drzew tego samego gatunku w obrębie 150 metrów, a w ramach ruchu związanego z wejściem do drzewa możesz przejść do jednego z nich albo wyjść z tego, w którym przebywasz. Pojawiasz się w wybranym miejscu 1,5 metra od docelowego drzewa, co również kosztuje cię 1,5 metra ruchu.<br>Jeśli nie masz już możliwości ruchu, pojawiasz się 1,5 metra od drzewa, do którego wszedłeś.<br><br>Podczas działania czaru, możesz przemieścić się w ten sposób raz na rundę. Każdą turę musisz zakończyć poza drzewem.";"Kleryk"
"1";"PRZEBRANIE SIEBIE (Oszustwo)";" Iluzje, 1. krąg";" 1 akcja";" Na siebie";" W, S";" 1 godzina";" Zmieniasz wygląd, włącznie z ubraniem, opancerzeniem, bronią itp.. Efekt trwa przez cały czas działania czaru, lub do chwili, w której go zakończysz w ramach swojej akcji. Możesz sprawić, że będziesz wyglądać na wyższego lub niższego o 30cm, szczupłego, grubego lub przeciętnej budowy ciała, więc przyjmując nowy wygląd, jesteś ograniczony do tego samego układu kończyn. Poza tym, zakres zmian zależy od ciebie.<br><br>Fizyczne sprawdzenie zdemaskuje twoją iluzję. Przykładowo - jeśli swój strój wzbogacisz o iluzoryczny kapelusz, inne przedmioty będą przez niego przenikać, a dotykająca go osoba nie poczuje pod palcami nic, albo wymaca twoją głowę i włosy. Jeśli użyjesz zaklęcia, by wydawać się szczuplejszym, niż jesteś, to sięgająca ku tobie dłoń zderzy się z tobą, choć będzie wyglądać, jakby właściciel zatrzymał ją<br>w powietrzu. <br><br>Aby odkryć twoje przebranie, należy użyć akcji w celu przyjrzenia się twojemu wyglądowi i zdać test Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom.";"Kleryk"
"1";"ZAUROCZENIE OSOBY (Oszustwo)";" Uroki, 1. krąg";" 1 akcja";" 9 metrów";" W, S";" 1 godzina";" Próbujesz zauroczyć humanoida, którego widzisz w zasięgu czaru. Musi on wykonać rzut obronny na Mądrość, w którym ma ułatwienie, jeśli walczy z tobą, lub z którymś z twoich towarzyszy. W przypadku niepowodzenia zostaje przez ciebie zauroczony na czas trwania zaklęcia lub do momentu, w którym ty, lub któryś z twoich towarzyszy zadziałacie na jego szkodę. Zauroczony humanoid postrzega ciebie jako<br>przyjaznego znajomego. Gdy czar dobiega końca, cel ma świadomość, że został przez ciebie zauroczony.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć zauroczeniem dodatkową istotę. W momencie rzucania czaru, wszystkie cele muszą przebywać w obrębie 9m od siebie.";"Kleryk"
"2";"LUSTRZANE ODBICIA (Oszustwo)";" Iluzje, 2. krąg";" 1 akcja";" Na siebie";" W, S";" 1 minuta";" Pojawiają się przy tobie twoje trzy iluzoryczne kopie. Do zakończenia czaru przemieszczają się wraz z tobą, naśladują twoje działania i zmieniają pozycję tak, by uniemożliwić odróżnienie ich od ciebie. W ramach swojej akcji możesz odwołać tę iluzję.<br><br>Za każdym razem, gdy jesteś celem ataku podczas trwania zaklęcia, rzuć k20, by sprawdzić, czy atak trafił w ciebie, czy w twoją kopię. Gdy posiadasz trzy kopie, musisz wyrzucić co najmniej 6, by atak został przekierowany na iluzję. Przy dwóch kopiach, musisz wyrzucić co najmniej 8. Mając tylko jedną kopię, musisz wyrzucić co najmniej 11. KP twojego lustrzanego odbicia wynosi 10 + twój modyfikator ze Zręczności. Iluzja trafiona atakiem - znika. Iluzję może zniszczyć jedynie wymierzony w nią atak - ignoruje wszystkie inne efekty i źródła obrażeń. Zaklęcie wygasa, gdy wszystkie trzy kopie zostaną zniszczone.<br><br> Iluzja nie zadziała na istotę, która jej nie widzi, albo polega na zmysłach innych niż wzrok, np. ślepowidzeniu, bądź potrafi przejrzeć iluzje, jak przy pomocy zdolności prawdziwego widzenia.";"Kleryk"
"2";"PRZEJŚCIE BEZ ŚLADU (Oszustwo)";" Odpychanie, 2. krąg";" 1 akcja";" Na siebie";" W, S, M (popiół ze spalonego liścia jemioły i świerkowej gałązki)";" Koncentracja, do 1 godziny";" Roztaczasz wokół siebie zasłonę cierni i ciszę, które skrywają ciebie i twoich towarzyszy.<br><br>Przez czas działania czaru, każda wybrana przez ciebie istota, znajdująca się do 9m od ciebie (łącznie z tobą), otrzymuje modyfikator +10 w testach Zręczności (Skradanie się) i nie może zostać wytropiona niemagicznymi sposobami. Istota skryta zaklęciem, nie pozostawia tropów ani innych śladów swojego przejścia.";"Kleryk"
"3";"MIGNIĘCIE (Oszustwo)";" Przemiany, 3. krąg";" 1 akcja";" Na siebie";" W, S";" 1 minuta";" W czasie trwania czaru pod koniec każdej swojej tury rzucasz k20. Gdy wypadnie co najmniej 11, znikasz ze sfery egzystencji, w której przebywałeś, i pojawiasz się w Sferze Eterycznej. (Czar nie działa, a jego komórka zostaje zużyta, jeśli znajdujesz się tam w chwili rzucania). Na początku twojej następnej tury i na koniec czasu trwania zaklęcia, jeśli przebywasz w Sferze Eterycznej, powracasz na wybrane przez siebie wolne miejsce, które widzisz w obrębie 3 metrów od punktu swojego zniknięcia. Jeśli na tym obszarze nie ma wolnego miejsca, pojawiasz się w najbliższym dostępnym (ustalanym losowo, jeśli dwa wolne miejsca są jednakowo blisko). W ramach swojej akcji możesz zakończyć<br>zaklęcie. <br><br>Przebywając w Sferze Eterycznej, widzisz i słyszysz, co się dzieje w sferze, z której przybyłeś, choć obraz ten jawi się w szarych barwach i widzisz jedynie na odległość 18 metrów. Możesz wchodzić w interakcje jedynie z istotami również przebywającymi w Sferze Eterycznej. Istoty ze sfery, z której zniknąłeś, nie mogą cię dostrzec ani wejść z tobą w interakcję, chyba że dysponują pozwalającą na to zdolnością.";"Kleryk"
"3";"ROZPROSZENIE MAGII (Oszustwo)";" Odpychanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierz jedną istotę, obiekt lub magiczny efekt w zasięgu czaru. Każde zaklęcie 3. lub niższego kręgu wpływające na nie, dobiega końca. Dla każdego zaklęcia z kręgu 4. lub wyższego, działającego na wybrany cel, wykonaj test swojej cechy bazowej o ST w wysokości 10 + krąg czaru. Po udanym rzucie, to zaklęcie zostaje rozproszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, automatycznie rozpraszasz działające na wybrany cel zaklęcia z kręgu równego, lub mniejszego niż ten, z którego rzucasz<br>rozproszenie magii.";"Kleryk"
"4";"DRZWI PRZEZ WYMIARY (Oszustwo)";" Przywoływanie, 4. krąg";" 1 akcja";" 150 metrów";" W";" Natychmiastowy";" Teleportujesz się do innego miejsca znajdującego się w zasięgu czaru. Pojawiasz się dokładnie w wybranym punkcie. Może to być miejsce, które widzisz albo które potrafisz sobie wyobrazić lub opisać, określając kierunek i odległość, na przykład: ,,60 metrów prosto w dól albo ,,w górę na północny zachód pod kątem 45 stopni, 90 metrów. <br><br>Możesz przemieścić się razem z przedmiotami, których łączny ciężar nie przekracza twojego udźwigu, a także zabrać ze sobą jedną przychylną istotę w rozmiarze nieprzekraczającym twojego, której wyposażenie nie przekracza jej udźwigu. W momencie rzucania czaru musi znajdować się ona nie dalej niż 1,5 metra od ciebie. Jeśli mielibyście pojawić się w miejscu zajętym przez jakiś obiekt albo stworzenie, ty i towarzysząca ci istota otrzymujecie po<br>4k6 obrażeń od mocy, a czar się nie udaje.";"Kleryk"
"4";"POLIMORFIA (Oszustwo)";" Przemiany, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (kokon gąsienicy)";" Koncentracja, do 1 godziny";" Polimorfujesz istotę. Musi ona wykonać udany rzut obronny na Mądrość, by tego uniknąć. <br>zaklęcie nie działa na zmiennokształtnych, ani istoty mające 0 PW. Zmiana formy trwa, dopóki działa czar, a jego cel żyje i ma więcej niż 0 PW. Nową formą może być postać jakiejkolwiek bestii o stopniu wyzwania nie większym od SW polimorfowanej istoty (lub od jej poziomu, jeśli nie posiada ona stopnia wyzwania). Statystyki nowej formy, w tym cechy umysłowe, zostaną zastąpione statystykami wybranej bestii. Zachowany zostaje tylko charakter i osobowość.<br>Polimorfowana istota przyjmuje punkty wytrzymałości swojej nowej formy. Wracając do swej naturalnej postaci. powraca też do poziomu punktów wytrzymałości, jaki miała przed przemianą. Jeśli powraca do naturalnej postaci w efekcie spadku punktów wytrzymałości do 0, to pozostałe obrażenia otrzymuje jej naturalna forma. Jeśli w efekcie jej naturalne PW nie spadną do 0, pozostaje przytomna. Akcje istoty ograniczone są możliwościami jej nowej formy, a przy tym nie może mówić, rzucać zaklęć ani przeprowadzać innych akcji wymagających użycia rąk lub mowy. Wyposażenie stapia się z nową formą i istota nie może z niego korzystać ";"Kleryk"
