"0";"CIERNIOWY BICZ";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" W,S,M (łodyga kolczastej rośliny)";" Natychmiastowy";" Tworzysz długi, podobny do cierniowego pnącza bicz, który na twoje polecenie uderza wybraną istotę znajdującą się w zasięgu. Wykonaj przeciw niej test ataku wręcz czarem.Przy trafieniu, zadajesz 1k6 obrażeń kłutych, a jeśli jest to istota Duża lub mniejsza, przyciągasz ją do siebie o maksymalnie 3m.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Druid"
"7";"REGENERACJA";" Przemiany, 7. krąg";" 1 minuta";" Dotyk";" W, S, M (młynek modlitewny i woda święcona)";" 1 godzina";" Dotykasz wybranej istoty i pobudzasz jej naturalne zdolności regeneracyjne. Cel czaru odzyskuje 4k8 + 15 PW. Przez cały czas działania zaklęcia, na początku każdej swojej tury odzyskuje 1 PW (10 na minutę).<br><br>Utracone części ciała (palce, noga, ogon itp.) odrastają po dwóch minutach. Jeśli posiadasz odciętą część ciała i przyłożysz ją do kikuta, to dzięki zaklęciu, natychmiast przyrośnie z powrotem.";"Druid"
"7";"ODWRÓCENIE GRAWITACJI";" Przemiany, 7. krąg";" 1 akcja";" 30 metrów";" W, S, M (magnetyty i żelazne opiłki)";" Koncentracja, do 1 minuty";" Tym czarem odwracasz grawitację w obrębie walca o średnicy 15 metrów i wysokości 30 metrów, z punktem wyjścia znajdującym się w zasięgu. Wszystkie istoty i obiekty, które nie są w jakiś sposób przytwierdzone do ziemi, spadają<br>w górę aż na szczyt obszaru zaklęcia. Objęta czarem istota może wykonać rzut obronny na Zręczność, aby złapać się jakiegoś stałego obiektu i uniknąć upadku.<br><br>Jeżeli na drodze upadku znajduje się jakaś twarda przeszkoda lub powierzchnia (np. sufit), to spadające obiekty i istoty uderzają o nią z takim samym skutkiem, jak podczas normalnego upadku w dół. Jeśli obiekt lub istota osiągnie szczyt obszaru odwróconej grawitacji bez zderzenia z przeszkodą, to pozostaje tam do końca działania czaru, nieznacznie zmieniając wysokość.<br><br>Gdy zaklęcie dobiegnie końca, objęte nim istoty i obiekty spadają z powrotem.";"Druid"
"7";"SFERALNY PRZESKOK";" Przywoływanie, 7. krąg";" 1 akcja";" Dotyk";" W, S, M (rozwidlony metalowy pręt o wartości co najmniej 250sz, dostrojony do konkretnej sfery egzystencji)";" Natychmiastowy";" Zostajesz przeniesiony do innej sfery (+max 8 istot – musicie utworzyć krąg, trzymając się za ręce). Możesz ogólnie określić miejsce przeznaczenia (np. Pałac Dispatera w drugim kręgu Dziewięciu Piekieł, albo Mosiężne Miasto w Sferze Ognia) i pojawiasz się w nim albo w jego pobliżu.<br><br>Jeżeli znasz sekwencję pieczęci kręgu teleportacyjnego z innej sfery egzystencji, możesz także rzucić to zaklęcie tak, by przeniosło cię do tego kręgu. Jeśli ów krąg jest za mały, by pomieścić wszystkie przychylne istoty, to pojawiają się one w najbliższym wolnym miejscu w jego pobliżu...<br><br>Podręcznik gracza str.262";"Druid"
"8";"ANTYPATIA/SYMPATIA";" Uroki, 8. krąg";" 1 godzina";" 18 metrów";" W, S, M (grudka ałunu nasączonego octem -antypatia, kropla miodu - sympatia)";" 10 dni";" Wybierasz Większy lub mniejszy obiekt lub stworzenie, znajdujące się w zasięgu czaru Określasz rodzaj inteligentnych stworzeń: czerwone smoki, gobliny lub wampiry. Nakładasz na cel aurę:<br>*Antypatia. Wskazane przez ciebie stworzenia czują nieodpartą potrzebę opuszczenia obszaru i unikania celu zaklęcia. Gdy zbliża się na co najmniej 18 metrów, musi wykonać udany rzut obronny na Mądrość, albo staje się przerażone dopóki cel znajduje się 18m od niego. Przerażone stworzenie musi przeznaczyć swój ruch na przemieszczenie się do miejsca, z którego nie widać celu.<br>*Sympatia. Wskazane przez ciebie stworzenia czują nieodpartą potrzebę zbliżenia się do celu, jeśli znajduje się co najmniej 18m od niego. Gdy zbliży się lub zobaczy cel, musi wykonać udany rzut obronny na Mądrość. W przypadku niepowodzenia, będzie zmuszone przeznaczyć swój ruch w każdej turze na zbliżenie się do celu. Jeśli cel zaklęcia zrani zauroczoną istotę, może ona wykonać rzut obronny na Mądrość, by spróbować wyzwolić się spod uroku. Zakończenie efektu opisane na str. 211.";"Druid"
"8";"KONTROLA POGODY";" Przemiany, 8. krąg";" 10 minut";" Na siebie (krąg o promieniu 7,5 kilometra)";" W, S, M (płonące kadzidło i wymieszane z wodą kawałki drewna i ziemi)";" Koncentracja, do 8 godzin";" Aby rzucić to zaklęcie, musisz znajdować się pod otwartym niebem. Jeśli przemieścisz się w miejsce, z którego nie masz widoku na niebo, to zaklęcie zakończy się przedwcześnie. Możesz zmienić temperaturę, wiatr lub występowanie<br>opadów. Na zmianę pogody musisz poczekać 1k4 +10 minut. Po tym czasie możesz ponownie ją zmienić. Gdy zmieniasz warunki pogodowe, odszukaj aktualne warunki w tabelach i zmień je o jeden stopień w górę lub w dół. Możesz nadać też nowy kierunek wiatrowi. OPADY/TEMPERATURA/WIATR:<br>1 : Czyste niebo/Nieznośny upał/Cisza.<br>2: Lekkie Zachmurzenie/Gorąco/Umiarkowany wiatr.<br>3: Całkowite zachmurzenie lub zamglenie/ Ciepło/Silny wiatr.<br>4: Deszcz, grad, śnieg/Chłodno/Wichura.<br>5: Ulewny deszcz, gradobicie, zamieć/<br>Zimno/Huragan.<br>6: Lodowato (temperatura)";"Druid"
"8";"OSŁABIENIE UMYSŁU";" Uroki, 8. krąg";" 1 akcja";" 45 metrów";" W, S, M (garść kulek z gliny, kryształu, szkła lub minerałów)";" Natychmiastowy";" Uderzasz w umysł istoty, którą widzisz w zasięgu czaru, próbując rozbić w pył jej intelekt i osobowość. Cel otrzymuje 4k6 obrażeń psychicznych i musi wykonać rzut obronny na<br>Inteligencję. <br><br>W przypadku niepowodzenia jego Inteligencja i Charyzma przyjmują wartość 1. W tym stanie cel nie może rzucać zaklęć i aktywować magicznych przedmiotów. Nie rozumie języków i nie potrafi porozumieć się w zrozumiały sposób, ale rozpoznaje swoich przyjaciół i jest w stanie za nimi podążać, a nawet ich bronić.<br><br>Na koniec każdych 30 dni cel zaklęcia może ponowić rzut obronny. W przypadku powodzenia, zaklęcie się kończy. Czar można również zakończyć przy pomocy większego przywrócenia, uleczenia lub życzenia.";"Druid"
"8";"SŁONECZNY BLASK";" Wywoływanie, 8. krąg";" 1 akcja";" 45 metrów";" W, S, M (ogień i kawałek awenturynu)";" Natychmiastowy";" W promieniu 18 metrów od wskazanego punktu w zasięgu czaru, rozbłyskuje olśniewające światło słoneczne. Każda istota skąpana w tym świetle musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 12k6<br>obrażeń od światłości i zostaje oślepiona na 1 minutę. Jeśli rzut się powiedzie, to istota otrzymuje połowę obrażeń i nie zostaje oślepiona. Nieumarli i śluzy mają utrudnienie w tym rzucie.<br><br>Oślepiona tym czarem istota, pod koniec każdej swojej tury, ponawia rzut obronny na Kondycję. Sukces uwalnia ją z efektu oślepienia.<br><br>Tym zaklęciem rozpraszasz każdą magicznie stworzoną ciemność występującą w jego obszarze działania.";"Druid"
"8";"TRZĘSIENIE ZIEMI";" Wywoływanie, 8. krąg";" 1 akcja";" 150 metrów";" W, S, M (szczypta ziemi, kamień i grudka gliny)";" Koncentracja, do 1 minuty";" Podczas działania tego czaru, obszarem w promieniu 30 metrów od wybranego punktu w zasięgu czaru, targają silne wstrząsy, przenoszące się na istoty i budynki mające kontakt z powierzchnią ziemi.<br><br>Ziemia na czas działania czaru staje się trudnym terenem. Przebywające tam istoty, które koncentrują się na zaklęciach, muszą wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, ich koncentracja zostaje przerwana. <br><br>Kiedy rzucasz to zaklęcie oraz pod koniec każdej tury, w której się na nim koncentrujesz, każda istota w obszarze trzęsienia ziemi musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, pada powalona. Zależnie od typu terenu objętego zaklęciem, możesz wywołać dodatkowe efekty określane przez MP.<br>Możesz tworzyć szczeliny oraz oddziaływać na budynki, zgodnie z zasadami na stronie 273.";"Druid"
"8";"TSUNAMI";" Przywoływanie, 8. krąg";" 1 minuta";" Wzroku";" W,S";" Koncentracja, do 6 rund";" Przywołujesz spiętrzoną ścianę wody o maksymalnych rozmiarach: 90 metrów wysokości, 90 metrów długości i 15 metrów grubości. W momencie jej pojawienia się, każda istota na jej obszarze musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia, otrzymuje 6k10 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. Na początku każdej swojej tury po pojawieniu się ściany, przemieszcza się ona wraz ze wszystkimi znajdującymi się w niej istotami o 15 metrów od ciebie. Każda Wielka lub mniejsza istota znajdująca się wewnątrz fali lub na jej drodze, musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia, otrzymuje 5k10 obrażeń obuchowych. Obrażenia te można otrzymać tylko raz na rundę. Pod koniec tury, wysokość ściany zmniejsza się o 15 metrów, a zadawane przez nią obrażenia maleją o 1k10. Zaklęcie dobiega końca, kiedy wysokość ściany zmaleje do 0. <br>Istota porwana przez ścianę wody, może próbować pływać. Jednak z powodu siły fali, musi wykonać rzut obronny na Siłę (Atletyka) o ST rzutu obronnego przeciw twoim czarom. W przypadku niepowodzenia nie może się poruszyć. Istota, która wydostanie się z obszaru zaklęcia, spada na ziemię.";"Druid"
"8";"ZWIERZĘCE KSZTAŁTY";" Przemiany, 8. krąg";" 1 akcja";" 9 metrów";" W,S";" Koncentracja, do 24 godzin";" Przy pomocy magii zmieniasz innych w zwierzęta. Wybierz dowolną liczbę przychylnych istot, które widzisz w zasięgu czaru. Każdą z nich zamieniasz w Duże lub mniejsze zwierzę o stopniu wyzwania nie większym niż 4.W każdej następnej turze możesz użyć swojej akcji, by zamienić je w inne zwierzęta.Przemiana każdej z istot trwa przez cały czas działania czaru, chyba że wczesnej jej PW spadną do 0 albo umrze. Każdemu celowi możesz nadać inną postać. Jego statystyki zostaną zastąpione statystykami wybranego zwierzęcia, ale zachowa swój charakter oraz wartości Inteligencji, Mądrości i Charyzmy. Przemieniona istota przyjmuje PW swojej nowej formy. Wracając do swej naturalnej postaci, powraca też do poziomu PW sprzed przemiany. Jeśli powraca do naturalnej postaci w efekcie spadku PW do 0, to cale pozostałe obrażenia otrzymuje jej naturalna forma. <br><br>Podręcznik gracza str.288";"Druid"
"9";"BURZA ZEMSTY";" Przywoływanie, 9. krąg";" 1 akcja";" Wzroku";" W,S";" Koncentracja, do 1 minuty";" Przywołujesz skłębiona burzową chmurę o promieniu 108 metrów. W tym obszarze błyskają pioruny, huczą grzmoty i szaleje wichura. Każda istota znajdująca się pod ową chmurą w momencie jej pojawienia (choć nie więcej niż 1500 metrów poniżej niej) musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 2k6 obrażeń od dźwięku i staje się ogłuchła na 5 minut. Jeśli w kolejnych rundach utrzymujesz koncentrację na tym zaklęciu, burza powoduje w twojej turze różne efekty. *Runda 2. Leje się kwaśny deszcz. Istoty i obiekty otrzymują po 1k6 obrażeń od kwasu. *Runda 3. Sprowadzasz na wybrane istoty 6 piorunów, przy czym na jedne cel może przypadać jeden piorun. Istota wykonuje rzut obronny na Zręczność. Niepowodzenie – 10k6<br>obrażeń od elektryczności. Powodzenie – połowa obrażeń...<br><br>Podręcznik gracza str.215";"Druid"
"9";"PRAWDZIWE ZMARTWYCHWSTANIE";" Nekromancja, 9. krąg";" 1 godzina";" Dotyk";" W, S, M (skropienie wodą święconą i diamenty o wartości co najmniej25 000 sz, zużywane przez zaklęcie)";" Natychmiastowy";" Dotykasz istoty zmarłej nie dawniej niż 200 lat temu z powodów innych niż starość. Jeżeli jej dusza jest wolna i chętna, to powraca do ciała, a istota zostaje przywrócona do życia z pełną pulą swoich PW.<br><br>Tym zaklęciem zamykasz wszystkie rany, neutralizujesz każdą truciznę, leczysz wszystkie choroby i zdejmujesz wszelkie klątwy, które działały na wskrzeszoną istotę w momencie śmierci. Naprawiasz również uszkodzone<br>organy i kończyny oraz przywracasz utracone. Jeśli stworzenie było nieumarłym, zostaje przywrócone do swojej wcześniejszej, żywej formy...<br>Podręcznik gracza str.251<br>";"Druid"
"9";"PROFETYZM";" Wieszczenie, 9. krąg";" 1 minuta";" Dotyk";" W, S, M (pióro kolibra)";" 8 godzin";" Dotykasz przychylnej istoty i obdarzasz ją ograniczoną zdolnością spoglądania w najbliższą przyszłość. Przez czas trwania czaru nie będzie można jej zaskoczyć i będzie miała ułatwienie w testach ataku, w testach cech i w rzutach obronnych. Ponadto, przez ten czas inni będą mieli utrudnienie w testach ataku przeciwko niej.<br><br>Zaklęcie kończy się natychmiast, jeśli przed jego<br>wygaśnięciem rzucisz je ponownie.";"Druid"
"9";"ZMIENNOKSZTAŁTNOŚĆ";" Przemiany, 9. krąg";" 1 akcja";" Na siebie";" W,S,M (jadeitowy diament o wartości 1500sz, umieszczony na głowie przed rzucaniem czaru)";" Koncentracja, do 1 godziny";" Przyjmujesz formę dowolnego stworzenia o stopniu wyzwania równym twojemu poziomowi lub niższym. Forma nie może być konstruktem ani nieumarłym i musiałeś ją widzieć chociaż raz. Twoja zmieniona forma nie posiada poziomu w żadnej klasie ani nie potrafi rzucać czarów. Zachowujesz swoje wartości Inteligencji, Charyzmy, Mądrości oraz wszystkie biegłości w umiejętnościach i rzutach obronnych. Jeśli istota ma te same biegłości co ty, ale z większą premią, to używasz jej premii. Nie możesz korzystać z żadnych akcji legendarnych ani związanych z leżem istoty, w którą się zamieniasz...<br><br>Podręcznik gracza str.287";"Druid"
"0";"GRZMOT";" Wywoływanie, sztuczka";" 1 akcja";" 1,5 metry";" S";" Natychmiastowy";" Tworzysz odgłos gromu słyszalny z odległości 30 metrów. Każde stworzenie znajdujące się w zasięgu czaru  (oprócz ciebie) musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od dźwięku.<br><br>Obrażenia z tego zaklęcia zwiększają się o lk6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6)i 17. poziom (do 4k6).";"Druid (XGE)"
"0";"KONTROLA PŁOMIENI";" Przemiany, sztuczka";" 1 akcja";" 18 metrów";" S";" Natychmiastowy lub 1 godzina (patrz poniżej)";" Wybierasz niemagiczny płomień, który widzisz w zasięgu czaru i który mieści się w sześcianie o boku 1,5 metra. Możesz na niego oddziaływać w jeden z następujących sposobów:<br><br>-Natychmiast podsycasz płomień, który rośnie o 1,5 metra w jednym kierunku, pod warunkiem, że w nowym miejscu znajduje się drewno lub inne paliwo.<br>-Natychmiast gasisz płomienie w tym obszarze.<br>-Dwukrotnie zwiększasz albo o połowę zmniejszasz obszar jasnego i słabego światła emitowanego przez płomień, albo zmieniasz jego kolor. Możesz też wykonać. obie zmiany naraz Efekt trwa przez 1 godzinę<br>-Powodujesz pojawienie się w płomieniach prostych kształtów - takich jak uproszczone formy istot, nieruchome przedmioty lub miejsca i możesz nimi poruszać. Efekt trwa przez 1 godzinę<br><br>Jeśli rzucisz tę sztuczkę wielokrotnie, jednocześnie aktywne mogą być najwyżej 3 jej nienatychmiastowe efekty. Każdy z nich możesz zakończyć w ramach akcji.";"Druid (XGE)"
"0";"KSZTAŁTOWANIE WODY";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" S";" Natychmiastowy or 1 godzina (patrz poniżej)";" Wybierasz obszar wody, który widzisz w zasięgu czaru i który mieści się w sześcianie o boku 1,5 metra. Możesz na niego oddziaływać w jeden z następujących sposobów:<br><br>-Natychmiast przesuwasz lub winny sposób zmieniasz ruch wody do 1,5 metra w dowolnym kierunku. Ruch ten nie wystarcza do zadania obrażeń.<br>-Sprawiasz, że woda przybiera proste kształty, którymi możesz poruszać. Efekt trwa przez 1 godzinę.<br>-Zmieniasz kolor albo przejrzystość wody. Zmiana musi być jednolita na całym obszarze wody. Efekt trwa przez 1 godzinę.<br>-Zamrażasz wodę, o ile nie ma w niej żadnych stworzeń. Lód topnieje po 1 godzinie.<br><br>Jeśli rzucisz tę sztuczkę wielokrotnie, jednocześnie aktywne mogą być najwyżej dwa jej nienatychmiastowe efekty. Każdy z nich możesz zakończyć w ramach akcji.";"Druid (XGE)"
"0";"KSZTAŁTOWANIE ZIEMI";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" S";" Natychmiastowy lub 1 godzina (patrz poniżej)";" Wybierasz fragment ziemi albo kamienia, który Widzisz w zasięgu czaru i który mieści się w sześcianie o boku 1,5 metra. Możesz na niego oddziaływać w jeden z następujących sposobów:<br><br>-Jeśli celem czaru jest luźna ziemia, możesz ją natychmiast wydobyć, przemieścić po podłożu i złożyć 1,5 metra dalej. Ruch ten nie wystarcza do zadania obrażeń.<br>-Sprawiasz, że na ziemi albo kamieniu pojawiają się kształty, kolory albo oba te efekty. Możesz w ten sposób tworzyć słowa, obrazy lub wzory. Efekt trwa przez 1 godzinę.<br>-Jeśli wybrany fragment ziemi albo kamienia znajduje się na podłożu, możesz zmienić ten obszar w trudny teren. Możesz także zmienić podłoże w normalny teren, jeśli już jest trudnym terenem. Efekt trwa przez 1 godzinę.<br><br>Jeśli rzucisz tę sztuczkę wielokrotnie, jednocześnie aktywne mogą być najwyżej dwa jej nienatychmiastowe efekty. Każdy z nich możesz zakończyć w ramach akcji";"Druid (XGE)"
"0";"MAGICZNY KAMYK";" Przemiany, sztuczka";" 1 akcja dodatkowa";" Dotyk";" W, S";" 1 minuta";"   Dotykasz od jednego do trzech kamyków i nasycasz je magią. Możesz wykonać atak dystansowy czarem, rzucając takim kamykiem lub strzelając nim Z procy. Może to również zrobić ktoś inny. Rzucony kamyk ma zasięg 18 metrów. Jeśli atak wykonuje ktoś inny, to do testu ataku dodaje twój modyfikator z cechy bazowej zamiast swojego własnego. Przy trafieniu cel otrzymuje obrażenia obuchowe w wysokości 1k6 + twój modyfikator z cechy bazowej. Następnie efekt na tym kamyku się kończy, niezależnie od tego, czy udało ci się trafić.<br><br>Ponowne rzucenie czaru powoduje zakończenie obecnego efektu na wszystkich kamykach wciąż objętych poprzednim czarem.";"Druid (XGE)"
"0";"ODMROŻENIE";" Wywoływanie, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";"   Powodujesz, że porażający mróz otacza jedno stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6  obrażeń od zimna i ma utrudnienie w następnym teście ataku bronią wykonanym przed końcem swojej następnej tury.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6,<br>gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Druid (XGE)"
"0";"PIERWOTNA DZIKOŚĆ";" Przemiany, sztuczka";" 1 akcja";" Na siebie";" S";" Natychmiastowy";" Wykorzystujesz pierwotną magię, by wyostrzyć swoje zęby lub paznokcie i zadać żrący cios. Wykonaj atak wręcz czarem przeciw stworzeniu W obrębie 1,5 metra od ciebie. Przy trafieniu cel otrzymuje 1k10 obrażeń od kwasu. Po ataku zęby lub paznokcie wracają do normy.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k10, gdy osiągniesz 5. poziom (do 2k10), 11. poziom (do 3k10) i 17. poziom (do 4k10).";"Druid (XGE)"
"0";"PODMUCH";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Przejmujesz kontrolę nad powietrzem i rozkazujesz mu stworzyć jeden z następujących efektów w punkcie, który widzisz w zasięgu czaru:<br><br>-Jedna Średnia lub mniejsza istota musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia zostaje odepchnięta do 1,5 metra od ciebie.<br><br>-Tworzysz podmuch powietrza zdolny przesunąć jeden obiekt, który nie jest noszony ani trzymany i waży nie więcej niż 2,5 kilograma. Obiekt zostaje odepchnięty na odległość do 3 metrów od ciebie. Ruch ten nie wystarcza do zadania obrażeń.<br><br>-Tworzysz nieszkodliwy efekt sensoryczny z użyciem powietrza, na przykład szelest liści, powodujesz zatrzaśnięcie okiennic lub łopotanie odzieży na wietrze.";"Druid (XGE)"
"0";"ROBACTWO";" Przywoływanie, sztuczka";" 1 akcja";" 9 metrów";" W, S, M (żywa pchła)";" Natychmiastowy";"   Powodujesz chwilowe pojawienie się chmury roztoczy, pcheł i innych pasożytów na istocie, którą widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Kondycje. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od, trucizny przemieszcza się 1,5 metra w losowym kierunku, o ile może się poruszać, a jego szybkość wynosi co najmniej 1,5 metra. Określ kierunek, rzucając k4: 1 - północ, 2 -  południe, 3 - wschód, 4 - zachód. Ruch ten nie prowokuje ataków okazyjnych. Jeśli wybrany kierunek jest zablokowany, 15, to cel pozostaje w miejscu. 7<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, .<br>gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6)";"Druid (XGE)"
"0";"STWORZENIE OGNISKA";" Przywoływanie, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";"   Tworzysz ognisko W miejscu na ziemi, które Widzisz w zasięgu czaru. Podczas trwania czaru magiczne ognisko wypełnia obszar sześcianu o boku 1,5 metra. Gdy rzucasz zaklęcie, każde stworzenie znajdujące się w przestrzeni zajmowanej przez ognisko musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 1k8 obrażeń od ognia. Stworzenie musi wykonać rzut obronny również wtedy, gdy wchodzi w obszar ogniska po raz pierwszy w swojej turze lub kończy tam swoją turę.<br><br>Ognisko podpala łatwopalne obiekty w swoim obszarze, które nie są noszone ani trzymane.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k8,<br>gdy osiągniesz 5. poziom (do 2k8), 11. poziom (do 3k8) i 17. poziom (do 4k8).";"Druid (XGE)"
"1";"LODOWY NÓŻ";" Przywoływanie, 1. krąg";" 1 akcja";" 18 metrów";" S, M (kropla wody lub kawałek lodu)";" Natychmiastowy";" Tworzysz odłamek lodu i rzucasz nim w jedno stworzenie w zasięgu czaru. Wykonujesz atak dystansowy czarem przeciw wybranemu celowi. Przy trafieniu cel otrzymuje 1k10 obrażeń kłutych. Następnie odłamek wybucha, niezależnie od tego, czy udało ci się trafić. Cel i każde stworzenie w obrębie 1,5 metra od niego musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k6 obrażeń od zimna.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz obrażenia od zimna o 1k6.";"Druid (XGE)"
"1";"POCHŁONIĘCIE ŻYWIOŁÓW";" Odpychanie, 1. krąg";" 1 reakcja podejmowana w odpowiedzi na otrzymanie obrażeń od dźwięku, elektryczności, kwasu, ognia albo zimna";" Na siebie";" S";" 1 runda";" Czar przejmuje część oddziałującej na ciebie energii,<br>zmniejsza jej wpływ i przygotowuje ją do wykorzystania w twoim następnym ataku wręcz. Do początku swojej następnej tury zyskujesz odporność na obrażenia takiego typu, jak te wywołujące twoją reakcję. Co więcej, kiedy po raz pierwszy trafisz atakiem wręcz w swojej następnej turze, cel otrzymuje dodatkowo 1k6 obrażeń tego typu, a czar dobiega końca.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia dodatkowe o 1k6.";"Druid (XGE)"
"1";"SIDŁA";" Odpychanie, 1. krąg";" 1 minuta";" Dotyk";" S, M (7,5 metra liny, zużywane przez zaklęcie)";" 8 godzin";" Podczas rzucania tego czaru układasz z liny okrąg O promieniu 1,5 metra na ziemi lub innym podłożu. Po zakończeniu rzucania lina znika, a okrąg staje się magiczną pułapką.<br><br>Jest ona niemal niewidzialna, a odróżnienie jej Od podłoża wymaga udanego testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. <br><br>Pułapka uruchamia się, gdy Małe, Średnie lub Duże stworzenie staje na podłożu w obszarze działania czaru. Musi ono wykonać rzut obronny na Zręczność. W przypadku niepowodzenia zostaje magicznie wyrzucone w powietrze i zawisa głową w dół 90 centymetrów nad miejscem rzucenia czaru. Stworzenie jest tam unieruchomione przez czas trwania czaru...<br><br>Przewodnik Xanathara po wszystkim str.164";"Druid (XGE)"
"1";"WIĘŹ Z BESTIĄ";" Wieszczenie, 1. krąg";" 1 akcja";" Dotyk";" W, S, M (odrobina futra zawinięta w materiał)";" Koncentracja, do 10 minut";" Dotykasz jednej przyjaznej lub zauroczonej przez ciebie bestii i tworzysz z nią telepatyczną więź. Czar nie działa na bestie o Inteligencji 4 lub większej. Podczas trwania zaklęcia połączenie pozostaje aktywne, dopóki macie siebie nawzajem w zasięgu wzroku. Dzięki połączeniu bestia rozumie twoje telepatyczne wiadomości i może przekazywać ci proste emocje i pojęcia.W czasie trwania połączenia bestia ma ułatwienie w testach ataku przeciw stworzeniom, które widzisz w obrębie 1,5 metra od siebie.";"Druid (XGE)"
"1";"WSTRZĄS ZIEMI";" Wywoływanie, 1. krąg";" 1 akcja";" 3 metry";" W, S";" Natychmiastowy";" Wywołujesz wstrząs ziemi W obrębie zasięgu czaru. Każde stworzenie (oprócz ciebie) znajdujące się na tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 1k6 obrażeń obuchowych i zostaje powalone. Jeśli obszar ten pokryty jest luźną ziemią lub kamieniami, staje się trudnym terenem, dopóki nie zostanie uprzątnięty. Ręczne oczyszczenie każdego 1,5-metrowego fragmentu wymaga co najmniej 1 minuty.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k6.";"Druid (XGE)"
"2";"OCHRONNY WIATR";" Wywoływanie, 2. krąg";" 1 akcja";" Na siebie";" W";" Koncentracja, do 10 minut";" Otacza cię silny wiatr (30 kilometrów na godzinę) wiejący w obrębie 3 metrów wokół ciebie, wyśrodkowany na tobie i przemieszczający się wraz z tobą. Wiatr utrzymuje się przez czas trwania czaru. Wiatr wywołuje następujące efekty:<br><br>-Powoduje, że stworzenia w tym obszarze (łącznie z tobą) są ogłuchłe.<br><br>-Gasi w tym obszarze niechronione płomienie wielkości pochodni lub mniejsze.<br><br>-Odpycha parę, gaz i mgłę, które mogą zostać rozwiane przez silny Wiatr.<br><br>-Obszar ten stanowi trudny teren dla wszystkich stworzeń oprócz ciebie.<br><br>-Testy ataków dystansowych bronią są wykonywane z utrudnieniem, jeśli taki atak przechodzi przez  ten obszar.";"Druid (XGE)"
"2";"PISANIE NA NIEBIE";" Przemiany, 2. krąg (rytuał)";" 1 akcja";" Wzroku";" W, S";" Koncentracja, do 1 godziny";" Powodujesz pojawienie się do dziesięciu słów na części nieba, którą widzisz. Wyglądają na wykonane z chmur i pozostają w jednym miejscu przez czas trwania czaru. Słowa znikają, gdy zaklęcie dobiega końca. Silny wiatr może rozwiać chmury i szybciej zakończyć efekt.";"Druid (XGE)"
