"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Czarownik"
"1";"FAŁSZYWE ŻYCIE (Wielki pradawny)";" Nekromancja, 1. krąg";" 1 akcja";" Na siebie";" W, S, M (niewielka ilość alkoholu lub spirytusu)";" 1 godzina";" Zyskujesz 1k4+4 tymczasowych PW na czas trwania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zyskujesz 5 dodatkowych PW.";"Czarownik"
"1";"PROMIEŃ ZATRUCIA (Wielki pradawny)";" Nekromancja, 1. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Ku istocie w zasięgu czaru mknie promień chorobliwie zielonej energii. Wykonaj atak dystansowy czarem. Przy trafieniu cel otrzymuje 2k8 obrażeń od trucizny i musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia zostaje zatruty do końca twojej następnej tury.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k8.";"Czarownik"
"2";"UROJONA SIŁA (Wielki pradawny)";" Iluzje, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (trochę runa)";" Koncentracja, do 1 minuty";" Wywołujesz iluzję w umyśle istoty, którą widzisz. Musi ona wykonać rzut obronny na Inteligencję. W przypadku niepowodzenia, tworzysz urojony obiekt, stworzenie lub inne zjawisko, które nie jest większe niż sześcian o boku 3m i widoczne tylko dla istoty będącej celem czaru. Zaklęcie nie działa na konstrukty i nieumarłych. Halucynację obejmuje również dźwięk, temperaturę i inne bodźce odbierane jedynie przez zaczarowaną istotę. Cel zaklęcia może przeznaczyć<br>swoją akcję na zbadanie widziadła i wykonanie testu Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Sukces oznacza, że rozpoznał iluzję i czar dobiega końca. Istota znajdująca się pod wpływem zaklęcia, traktuje jego wytwór jako realny. Próbuje racjonalizować jakiekolwiek luki w logice pojawiające się w interakcji z widziadłem. Omamiona istota jest tak pewna iluzorycznego tworu, że może nawet otrzymać od niego obrażenia. W każdej rundzie w twojej turze widziadło może zadać 1k6 obrażeń psychicznych omamionej istocie, jeśli znajduje się ona na jego obszarze lub w obrębie 1,5m od niego...<br><br>Podręcznik gracza str.275";"Czarownik"
"2";"WYKRYCIE MYŚLI (Wielki pradawny)";" Wieszczenie, 2. krąg";" 1 akcja";" Na siebie";" W, S, M (sztuka miedzi)";" Koncentracja, do 1 minuty";" Gdy rzucasz to zaklęcie oraz w ramach swojej akcji w każdej turze podczas jego trwania, możesz czytać w myślach istoty, którą widzisz w obrębie 9 metrów. Nie działa na istoty o Inteligencji mniejszej niż 4 lub nie znające żadnego języka. Wykorzystując swoją akcję, możesz przenieść uwagę na myślach innej istoty lub pogłębić myśli obecnego celu. Jeżeli badasz głębiej, cel wykonuje rzut obronny na Mądrość. W przypadku niepowodzenia – poznajesz jego motywację, stan emocjonalny i sprawę istotną w jego umyśle. Udany rzut obronny kończy działanie zaklęcia. Istota zdaje sobie sprawę, że badasz jej umysł. Jeśli nie przeniesiesz uwagi na umysł kogoś innego, to w ramach swojej akcji może ona wykonać z tobą test sporny na Inteligencję. Jeśli wygra, czar się kończy. <br>Przydatne podczas przesłuchań oraz do wykrywania obecności inteligentnych stworzeń, których nie widzisz. Możesz nasłuchiwać myśli w obrębie 9m od siebie...<br><br>Podręcznik gracza str.281";"Czarownik"
"3";"JASNOWIDZENIE (Wielki pradawny)";" Wieszczenie, 3. krąg";" 10 minut";" 1,5 kilometra";" W, S, M (fokus o wartości co najmniej 100 sz – wysadzany klejnotami róg do słuchania, albo szklane oko do patrzenia)";" Koncentracja, do 10 minut";" Tworzysz niewidzialny czujnik w zasięgu czaru, w miejscu ci znajomym (odwiedzonym lub widzianym wcześniej), albo nieznanym, ale oczywistym (np. za drzwiami, za rogiem, w zagajniku). Czujnik  pozostanie tam przez czas trwania czaru. Nie można go zaatakować ani poddać żadnemu działaniu. <br>Podczas rzucania zaklęcia, określasz typ zmysłu, jakim ma dysponować czujnik - słuch czy wzrok. Możesz potem używać zmysłu czujnika tak, jakbyś był na jego miejscu. W ramach swojej akcji, możesz przełączać się między słuchaniem a<br>patrzeniem. <br>Istoty potrafiące dostrzec czujnik (np. mające zdolność prawdziwego widzenia lub korzystające z efektów czaru widzenia niewidzialnego), widzą świetlistą, niematerialną kulę wielkości twojej pięści.";"Czarownik"
"3";"NADANIE WIADOMOŚCI (Wielki pradawny)";" Wywoływanie, 3. krąg";" 1 akcja";" Nieograniczony";" W, S, M (krótki kawałek cienkiego, miedzianego drutu)";" 1 runda";" Wysyłasz do znanej ci istoty krótką wiadomość, liczącą maksymalnie 25 słów. Usłyszy ją ona w głowie, a jeśli cię zna, rozpozna ciebie jako nadawcę. Może natychmiast udzielić ci odpowiedzi tą samą drogą. Zaklęcie umożliwia zrozumienie twojej wiadomości istotom o wartości Inteligencji co najmniej 1.<br><br>Wiadomość możesz nadać na dowolną odległość, również do innych sfer egzystencji, jednakże gdy adresat przebywa w innej sferze egzystencji, istnieje 5% ryzyka, że wiadomość nie dotrze.";"Czarownik"
"4";"CZARNE MACKI EVARDA (Wielki pradawny)";" Przywoływanie, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (fragment macki olbrzymiej ośmiornicy lub kałamarnicy)";" Koncentracja, do 1 minuty";" Przywołujesz wijące się czarne macki, które pokrywają kwadrat podłoża o boku 6 metrów w widocznym miejscu w zasięgu czaru. Obszar ten staje się trudnym terenem na czas trwania zaklęcia.<br><br>Istota wchodząca tam po raz pierwszy w swojej turze, albo rozpoczynająca tam swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k6<br>obrażeń obuchowych i zostaje unieruchomiona aż do wygaśnięcia czaru. Unieruchomiona istota rozpoczynająca swoją turę na obszarze macek, otrzymuje 3k6 obrażeń obuchowych.<br><br>Istota pochwycona mackami, może w ramach swojej akcji próbować się uwolnić. W tym celu, musi zdać test Siły lub Zręczności (według swojego wyboru) o ST rzutu obronnego<br>przeciw twoim czarom.";"Czarownik"
"4";"DOMINACJA NAD BESTIĄ (Wielki pradawny)";" Uroki, 4. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Jeśli bestia nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonemu zwierzęciu. Możesz posłużyć się prostym i ogólnym rozkazem, takim jak: ,,Zaatakuj go, ,,Pobiegnij tam'' czy ,,Przynieś tamten przedmiot. Jeśli zwierzę po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad, zauroczonym zwierzęciem całkowitą kontrolę. Do końca twojej następnej tury, będzie wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone zwierzę otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy... <br>Podręcznik gracza str.219";"Czarownik"
"5";"DOMINACJA NAD OSOBĄ (Wielki pradawny)";" Uroki, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz owładnąć umysł humanoidalnej istoty. Jeśli nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonej istocie. Może to być prosty i ogólny rozkaz: „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli istota po wypełnieniu zadania nie otrzyma kolejnego, będzie ograniczała się do obrony własnej. W ramach swojej akcji możesz przejąć całkowitą kontrolę nad zauroczoną istotą. Do końca twojej następnej tury, będzie wykonywała tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić ją też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolona istota otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. <br>Podręcznik gracza str.220";"Czarownik"
"5";"TELEKINEZA (Wielki pradawny)";" Przemiany, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 10 minut";" Możesz objąć zaklęciem obiekt lub istotę w zasięgu czaru i wywołać jeden z poniższych efektów. Możesz co rundę zmieniać cel (wtedy uwalniasz poprzedni od działania czaru), albo wpływać na ten sam cel.<br><br>*Istota. Wielka lub mniejsza. Wykonaj sporny test swojej cechy bazowej przeciw Sile istoty. Jeśli wygrasz, przenosisz ją maksymalnie o 9m. Cel jest unieruchomiony do końca twojej następnej tury. Możesz przeznaczyć swoją akcję na próbę utrzymania tego uścisku (ponowny test sporny).<br>*Obiekt. Nie więcej niż 500kg. Jeśli nie jest przez kogoś noszony lub trzymany, przemieszczasz go do 9m. Jeśli obiekt jest trzymany lub noszony, to musisz wykonać sporny test swojej cechy bazowej przeciw Sile tej istoty. Jeśli wygrywasz, to odrywasz obiekt od właściciela i możesz przemieścić go na odległość do 9 metrów w dowolnym kierunku, ale nie poza zasięg czaru. Trzymane telekinetyczne obiekty możesz<br>precyzyjnie kontrolować, co pozwala ci na użycie prostego narzędzia, otwarcie drzwi lub pojemnika, włożenie przedmiotu do otwartego pojemnika lub jego wyjęcie, albo wylanie zawartości fiolki.";"Czarownik"
"1";"FAŁSZYWE ŻYCIE (Bezśmiertny)";" Nekromancja, 1. krąg";" 1 akcja";" Na siebie";" W, S, M (niewielka ilość alkoholu lub spirytusu)";" 1 godzina";" Zyskujesz 1k4+4 tymczasowych PW na czas trwania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zyskujesz 5 dodatkowych PW.";"Czarownik (Wybrżerze mieczy)"
"1";"PROMIEŃ ZATRUCIA (Bezśmiertny)";" Nekromancja, 1. krąg";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Ku istocie w zasięgu czaru mknie promień chorobliwie zielonej energii. Wykonaj atak dystansowy czarem. Przy trafieniu cel otrzymuje 2k8 obrażeń od trucizny i musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia zostaje zatruty do końca twojej następnej tury.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k8.";"Czarownik (Wybrżerze mieczy)"
"2";"GŁUCHOTA/ŚLEPOTA (Bezśmiertny)";" Nekromancja, 2. krąg";" 1 akcja";" 9 metrów";" W";" 1 minuta";" Możesz pozbawić przeciwnika wzroku lub słuchu. Wybierasz istotę, którą widzisz w zasięgu czaru, musi ona wykonać rzut obronny na Kondycję. W przypadku niepowodzenia staje się oślepiona albo ogłuchła (zgodnie z twoim wyborem), na czas działania zaklęcia. Może ponawiać rzut obronny na Kondycję pod koniec każdy swoje tury, a gdy odniesie sukces, wyzwala się spod działania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. możesz objąć tym zaklęciem dodatkową istotę.";"Czarownik (Wybrżerze mieczy)"
"2";"CISZA (Bezśmiertny)";" Iluzje, 2. krąg (rytuał)";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";" Wokół punktu znajdującego się w zasięgu czaru tworzysz sferę o promieniu 6 metrów.<br><br>Podczas trwania zaklęcia, nie może w niej powstać, ani przejść przez nią żaden dźwięk. istoty i obiekty znajdujące się w całości w tym obszarze są niepodatne na obrażenia od dźwięku i traktowane są jako ogłuchłe. <br><br>W obszarze działania czaru nie da się rzucać zaklęć z komponentem werbalnym.";"Czarownik (Wybrżerze mieczy)"
"3";"POZÓR ŚMIERCI (Bezśmiertny)";" Nekromancja, 3. krąg (rytuał)";" 1 akcja";" Dotyk";" W, S, M (szczypta cmentarnej ziemi)";" 1 godzina";" Dotykasz przychylnej istoty i wprowadzasz ją w stan nieodróżnialny od śmierci. <br><br>Przez cały czas trwania czaru, lub do chwili, w której wykorzystasz swoją akcję na dotknięcie celu i zakończenie czaru, istota nim objęta wydaje się martwa, co wykazuje każde zewnętrzne badanie oraz zaklęcie określające stan celu. Istota jest oślepiona i obezwładniona, a jej szybkość spada do 0. Ma odporność na wszelkie obrażenia poza psychicznymi. <br><br>Jeżeli cel był chory lub zatruty podczas rzucania zaklęcia, albo został zarażony lub zatruty w trakcie jego trwania, to działanie choroby bądź trucizny zostaje wstrzymane do zakończenia czaru.";"Czarownik (Wybrżerze mieczy)"
"3";"ROZMAWIANIE Z UMARŁYMI (Bezśmiertny)";" Nekromancja, 3. krąg";" 1 akcja";" 3 metry";" W, S, M (płonące kadzidło)";" 10 minut";" Budzisz namiastkę życia i rozumu w wybranych zwłokach znajdujących się w zasięgu czaru, dzięki czemu mogą odpowiadać na twoje pytania. Zwłoki muszą wciąż posiadać usta i nie mogą być nieumarłymi. Jeżeli zwłoki były celem tego zaklęcia w ciągu ostatnich 10 dni, to czar nie zadziała. <br><br>W czasie trwania czaru, możesz zadać zmarłemu do pięciu pytań. Zmarły wie jedynie to, co wiedział za życia, z uwzględnieniem znanych mu języków. Z reguły udziela odpowiedzi krótkich, zagadkowych lub powtarzających się odpowiedzi. Nie czuje się też zobligowany do mówienia prawdy, jeśli zachowujesz się wrogo, albo jeśli uzna cię za przeciwnika. Zaklęcie to nie  przywraca ciału duszy, lecz tylko je animuje. Z tego powodu, zmarły nie może zdobyć nowych<br>informacji, ani nie kojarzy niczego, co miało miejsce po jego śmierci. Nie może też snuć domysłów dotyczących przyszłości.";"Czarownik (Wybrżerze mieczy)"
"4";"AURA ŻYCIA (Bezśmiertny)";" Odpychanie, 4. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 9 metrów)";" W";" Koncentracja, do 10 minut";" Promieniuje od ciebie życiodajna energia, która tworzy aurę o promieniu 9 metrów, przemieszczająca się wraz z tobą przez cały czas trwania czaru.<br><br>Wszystkie istoty w jej zasięgu, o ile nie są wrogie (włącznie z tobą), zyskują odporność na obrażenia nekrotyczne, a ich maksymalne PW nie mogą zostać zmniejszone.<br><br>Co więcej, żywe stworzenia niebędące wrogami, które rozpoczynają swoją turę w zasięgu aury, mając 0 PW, odzyskują 1 PW.";"Czarownik (Wybrżerze mieczy)"
"4";"OSŁONA PRZED ŚMIERCIĄ (Bezśmiertny)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S";" 8 godzin";" Zapewniasz dotkniętej istocie częściową ochronę przed śmiercią.<br><br>Za pierwszym razem, gdy w efekcie otrzymanych obrażeń PW celu miałyby spaść do 0, zamiast tego spadają do 1, a zaklęcie się kończy.<br><br>Gdy w trakcie działania czaru, chroniona istota jest celem efektu, który zabiłby ją natychmiast bez zadawania obrażeń, to ten efekt nie działa na nią, a zaklęcie się kończy.";"Czarownik (Wybrżerze mieczy)"
"5";"LEGENDARNA WIEDZA (Bezśmiertny)";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (kadzidło o wartości co najmniej 250sz, zużywane przez zaklęcie, oraz cztery skrawki kości słoniowej, każdy o wartości co najmniej 50 sz)";" Natychmiastowy";" Nazywasz lub opisujesz istotę, miejsce lub obiekt. Dzięki temu czarowi do twojej głowy napływa krótkie podsumowanie najistotniejszych przekazów na ich temat. Wiedza ta może bazować na krążących obecnie opowieściach, zapomnianych historiach, a nawet sekretach, które nigdy nie były szeroko znane. Jeżeli określona przez ciebie rzecz nie ma legendarnego znaczenia, to nie zdobywasz żadnych informacji. Im więcej już wiesz o celu zaklęcia, tym<br> dokładniejsze i konkretniejsze są uzyskiwane informacje...<br><br>Podręcznik gracza str.232<br>";"Czarownik (Wybrżerze mieczy)"
"5";"ZARAZA (Bezśmiertny)";" Nekromancja, 5. krąg";" 1 akcja";" Dotyk";" W, S";" 7 dni";" Wykonaj atak wręcz czarem przeciw stworzeniu w twojej strefie ataku. Przy trafieniu cel zostaje zatruty. Na koniec każdej swojej tury, zatruty cel zaklęcia musi wykonać rzut obronny na Kondycję. Po trzecim sukcesie, przestaje być zatruty, a zaklęcie się kończy. Jeśli cel poniesie trzy porażki, przestaje być zatruty, a ty wybierasz jedną z poniższych chorób. Cel ma ją do końca czasu trwania czaru. Zaklęcie wywołuje naturalnie występującą chorobę, zatem działają na nią zaklęcia i magiczne efekty usuwające choroby lub łagodzące ich przebieg. <br>*Leproza gnilna<br>*Ogień umysłu<br>*Plugawica <br>*Wstrząsówka<br>*Zaćma bolesna <br>*Wybroczność<br><br>Podręcznik gracza str.285";"Czarownik (Wybrżerze mieczy)"
"1";"GNIEWNE UGODZENIE (Cieniostrze)";" Wywoływanie, 1. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Twoje następne trafienie bronią białą w trakcie trwania zaklęcia, zadaje dodatkowo 1k6 obrażeń psychicznych. Ponadto, jeśli jego celem jest istota, musi ona zdać rzut obronny na Mądrość, albo będzie tobą przerażona aż do  wygaśnięcia czaru.<br><br>W ramach swojej akcji, cel zaklęcia może wykonać test Mądrości o ST rzutu obronnego przeciw twoim czarom, aby odzyskać rezon i zakończyć działanie zaklęcia.";"Czarownik (Xanatar)"
"1";"TARCZA (Cieniostrze)";" Odpychanie, 1. krąg";" 1 reakcja podejmowana, gdy trafia cię atak, lub stajesz się celem magicznego pocisku";" Na siebie";" W, S";" 1 runda";" Sprawiasz, że pojawia się przy tobie chroniąca cię bariera magicznej mocy. Do rozpoczęcia swojej następnej tury masz premię +5 do KP również przeciwko atakowi, na który reagujesz, oraz nie otrzymujesz obrażeń od magicznego pocisku.";"Czarownik (Xanatar)"
"2";"PIĘTNUJĄCE UGODZENIE (Cieniostrze)";" Wywoływanie, 2. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Przy następnym trafieniu atakiem w trakcie trwania czaru, twoja broń rozbłyska światłem gwiazd. Atak zadaje dodatkowo 2k6 obrażeń od światłości. Jeśli cel był niewidzialny, to staje się widoczny, gdyż zaczyna emanować słabym światłem w promieniu 1,5m. W czasie działania zaklęcia nie może się stać na powrót widzialnym.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz dodatkowe obrażenia o 1k6.";"Czarownik (Xanatar)"
"2";"ROZMYCIE (Cieniostrze)";" Iluzje, 2. krąg";" 1 akcja";" Na siebie";" W";" Koncentracja, do 1 minuty";" Twoja sylwetka w oczach wszystkich, którzy cię widzą, staje się rozmyta, niestabilna i niewyraźna. Podczas działania czaru, przeciwnicy mają utrudnienie w testach ataku przeciwko tobie. Istota jest odporna na ten efekt, jeśli nie polega na wzorku, np. dzięki ślepowidzeniu, lub potrafi przejrzeć iluzję, np. dzięki zdolności prawdziwego widzenia.";"Czarownik (Xanatar)"
"3";"BROŃ ŻYWIOŁU (Cieniostrze)";" Przemiany, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz niemagicznej broni i sprawiasz, że staje się magiczna. Wybierz typ obrażeń: od dźwięku, elektryczności, kwasu, ognia albo zimna. Przez cały czas trwania czaru, broń zapewnia premię +1 do ataku oraz zadaje 1k4 obrażeń wybranego typu.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę kręgu 5. lub 6., premia do ataku wynosi +2, a dodatkowe obrażenia 2k4.<br>Gdy wykorzystujesz komórkę co najmniej 7. kręgu, premia wzrasta do +3, a dodatkowe obrażenia do 3k4.";"Czarownik (Xanatar)"
"3";"MIGNIĘCIE (Cieniostrze)";" Przemiany, 3. krąg";" 1 akcja";" Na siebie";" W, S";" 1 minuta";" W czasie trwania czaru pod koniec każdej swojej tury rzucasz k20. Gdy wypadnie co najmniej 11, znikasz ze sfery egzystencji, w której przebywałeś, i pojawiasz się w Sferze Eterycznej. (Czar nie działa, a jego komórka zostaje zużyta, jeśli znajdujesz się tam w chwili rzucania). Na początku twojej następnej tury i na koniec czasu trwania zaklęcia, jeśli przebywasz w Sferze Eterycznej, powracasz na wybrane przez siebie wolne miejsce, które widzisz w obrębie 3 metrów od punktu swojego zniknięcia. Jeśli na tym obszarze nie ma wolnego miejsca, pojawiasz się w najbliższym dostępnym (ustalanym losowo, jeśli dwa wolne miejsca są jednakowo blisko). W ramach swojej akcji możesz zakończyć<br>zaklęcie. <br><br>Przebywając w Sferze Eterycznej, widzisz i słyszysz, co się dzieje w sferze, z której przybyłeś, choć obraz ten jawi się w szarych barwach i widzisz jedynie na odległość 18 metrów. Możesz wchodzić w interakcje jedynie z istotami również przebywającymi w Sferze Eterycznej. Istoty ze sfery, z której zniknąłeś, nie mogą cię dostrzec ani wejść z tobą w interakcję, chyba że dysponują pozwalającą na to zdolnością.";"Czarownik (Xanatar)"
"4";"UROJONY ZABÓJCA (Cieniostrze)";" Iluzje, 4. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Czerpiesz wprost z koszmarów wybranej istoty, którą widzisz w zasięgu czaru i tworzysz widoczne tylko dla niej iluzoryczne ucieleśnienie jej największych lęków.<br><br>Cel zaklęcia musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje przerażony na czas trwania czaru.<br><br>Pod koniec każdej swojej tury, cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, otrzymuje 4k10 obrażeń psychicznych. Udany rzut oznacza wyzwolenie się spod działania zaklęcia.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4., zwiększasz zadawane obrażenia o 1k10.";"Czarownik (Xanatar)"
"4";"WSTRZĄSAJĄCE UGODZENIE (Cieniostrze)";" Wywoływanie, 4. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Przy następnym trafieniu atakiem wręcz w trakcie trwania czaru, twoja broń ugodzi zarówno ciało, jak i ducha.<br><br>Twój cel otrzyma dodatkowo 4k6 obrażeń psychicznych. Jeśli nie zda rzutu obronnego na Mądrość, do końca swojej następnej tury będzie miał utrudnienie w testach ataku i testach cech, a także nie będzie mógł podjąć reakcji.";"Czarownik (Xanatar)"
"5";"STOŻEK ZIMNA (Cieniostrze)";" Wywoływanie, 5. krąg";" 1 akcja";" Na siebie (stożek o długości 18 metrów)";" W, S, M (niewielki kryształ albo szklany stożek)";" Natychmiastowy";" Z twoich dłoni bucha fala mrozu. Każda istota na obszarze stożka o długości 18 metrów, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 8k8 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Istota zabita tym czarem, staje się zlodowaciałym posągiem do czasu, aż się roztopi.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz zadawane obrażenia o 1k8.";"Czarownik (Xanatar)"
"5";"WYPĘDZAJĄCE UGODZENIE (Cieniostrze)";" Odpychanie, 5. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Przy następnym trafieniu atakiem w trakcie trwania czaru, twoja broń trzaska magiczną energią i zadaje dodatkowo 5k10 obrażeń od mocy. Ponadto, jeżeli tym atakiem zmniejszysz PW celu do 50 lub mniej, to zostaje on wypędzony.<br><br>Jeżeli pochodził z innej sfery egzystencji niż ta, w której przebywasz, to zniknie i powraca do swojej sfery macierzystej.<br><br>Natomiast jeżeli przeciwnik pochodzi ze sfery, w której się znajdujesz, to znika i pojawia się obezwładniony w neutralnej demisferze. Pozostaje tam do zakończenia czaru, po czym powraca w miejsce, z którego zniknął (lub najbliższe wolne).";"Czarownik (Xanatar)"
"1";"LECZENIE RAN (Niebianin)";" Wywoływanie, 1. krąg";" 1 akcja";" Dotyk";" W, S";" Natychmiastowy";" Istota, której dotykasz, odzyskuje punkty wytrzymałości w liczbie równej 1k8 + twój modyfikator z cechy bazowej. Czar nie działa na nieumarłych i kostuchy.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. przywracasz dodatkowe 1k8 punktów wytrzymałości.";"Czarownik (Xanatar)"
"1";"POCISK WIODĄCY (Niebianin)";" Wywoływanie, 1. krąg";" 1 akcja";" 36 metrów";" W, S";" 1 runda";" Ku wybranej istocie w zasięgu czaru mknie świetlisty pocisk. Wykonaj atak dystansowy czarem. Trafiony cel otrzymuje 4k6 obrażeń od światłości, a następny atak przeciw niemu wykonany przed końcem twojej następnej tury ma ułatwienie, ponieważ cel jest podświetlony słabym, magicznym poblaskiem.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1., zwiększasz obrażenia o 1k6.";"Czarownik (Xanatar)"
"2";"MNIEJSZE PRZWRÓCENIE (Niebianin)";" Odpychanie, 2. krąg";" 1 akcja";" Dotyk";" W, S";" Natychmiastowy";" Dotykasz stworzenia i uwalniasz je od jednej dolegającej mu choroby bądź kończysz jeden ze stanów, w którym się znajduje - głuchoty, oślepienia, paraliżu albo zatrucia.";"Czarownik (Xanatar)"
"2";"PŁOMIENNA KULA (Niebianin)";" Przywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (trochę łoju, szczypta siarki i pył żelazny)";" Koncentracja, do 1 minuty";" W wolnym miejscu wskazanym w zasięgu czaru, pojawia się kula o promieniu 1,5 metra i pozostaje tam przez czas trwania czaru. Istota kończąca swoją turę w obrębie 1,5 metra od niej, wykonuje rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 2k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. W ramach akcji dodatkowej, możesz przemieścić kulę na odległość do 9 metrów. Jeżeli staranujesz w ten sposób jakieś stworzenie, to musi ono wykonać rzut obronny przeciw obrażeniom zadawanym przez kulę, a ta zaprzestaje ruchu w tej turze.  Podczas przemieszczania kuli, możesz przekraczać nią przeszkody do 1,5 metra wysokości, oraz przeskakiwać nią doły czy przepaście nie szersze niż 3 metry. Kula podpala<br>palne obiekty, które nie są przez nikogo trzymane ani noszone. Świeci jasnym światłem na odległość 6 metrów i słabym na kolejne 6 metrów.";"Czarownik (Xanatar)"
